latitude,longitude,accident_count
38.8993884588831,-76.9479010730411,3
38.926755000000014,-77.0537745,1
38.904201,-77.02931699999999,1
38.90506500000001,-77.0593095,2
38.923461,-77.0466105,1
38.89222041192686,-77.01861688753371,3
38.890097999999995,-76.98346649999999,1
38.93039999999999,-76.971024,1
38.909502,-77.046993,1
38.84422110791709,-76.98512573670992,1
38.902788000000015,-77.0054805,2
38.91827699999999,-77.090148,2
38.93954400000001,-77.06096099999999,1
38.940021,-77.0255955,1
38.89520999999999,-76.935123,3
38.89201484083895,-77.01526457302188,1
38.93266800000001,-77.03416349999999,1
38.932085473782536,-77.03651229551745,1
38.898144,-77.024394,4
38.90566492192423,-77.04122282886325,2
38.90160900000001,-77.0398335,1
38.91055705939744,-76.98573542461426,1
38.89604556155776,-77.01223643844224,1
38.920095,-77.072211,5
38.963763,-77.02596,3
38.95513199999999,-77.02788149999999,1
38.90942100000001,-76.9873365,1
38.907107999999994,-77.081544,1
38.900195999999994,-77.036553,1
38.875711533916004,-77.01210669932651,1
38.93205600000002,-76.9970475,2
38.900105999999994,-77.01688349999999,2
38.87832261040457,-76.98359811040457,1
38.897390851534404,-77.01996092420487,1
38.91557786240057,-76.99379084989152,1
38.861793000000006,-76.9625415,3
38.846169,-76.981347,1
38.88367199999999,-76.977252,1
38.919123000000006,-77.1006015,1
38.89352099041606,-76.98356187494164,1
38.90223,-77.0420925,1
38.89277100000001,-76.99183649999999,1
38.896029,-77.05013399999999,1
38.95242300000001,-77.057334,4
38.95870499999999,-77.0085405,1
38.896974,-76.947858,3
38.95527599999999,-77.00026050000001,1
38.925107999999994,-76.985298,2
38.90803500000001,-77.06385449999999,1
38.879748000000006,-77.0141205,1
38.981367000000006,-77.026833,2
38.937123000000014,-77.024718,1
38.84830199999999,-76.99619249999999,1
38.89785599999999,-76.94708849999999,2
38.90126555618105,-77.03114994381895,1
38.95083497776012,-77.02733825712015,1
38.90484000000001,-77.029623,1
38.92611600000001,-77.025564,1
38.90257581984882,-77.01898795686598,2
38.912533217853124,-77.02404862630559,1
38.879549999999995,-77.0085945,2
38.947896000000014,-77.0785245,1
38.90020499999999,-77.009103,1
38.90969515131531,-77.01898762101753,1
38.90849254873477,-77.02198795126525,1
38.90709000000001,-77.0138055,1
38.86283420939665,-76.9591229066124,2
38.912174407963896,-77.0219667236512,1
38.91727801990174,-76.9797808229876,1
38.83980449948285,-76.99354125787495,3
38.88522900000001,-77.021397,1
38.928996000000005,-76.9762215,1
38.88789790279904,-76.94018631713318,2
38.89425600000001,-77.000346,1
38.874555000000015,-76.9718745,3
38.94557399999999,-77.0647455,2
38.932839,-76.995009,1
38.910537,-77.05714499999999,4
38.952864000000005,-77.0116815,1
38.90984399999999,-77.007474,1
38.92014900000001,-77.03232299999999,1
38.832246,-77.00613299999999,1
38.914254,-77.03221049999999,1
38.908557,-77.023971,1
38.934324000000004,-77.02425,1
38.90863152085969,-77.00937163890367,4
38.95721099999999,-77.07111749999999,1
38.890370000000075,-77.03195999999997,1
38.937915000000004,-77.023521,1
38.91290312680789,-77.01994513673154,1
38.915549999999996,-76.9744305,2
38.91803253890119,-77.00996324030424,1
38.864934424922,-76.98966695367172,1
38.900361389373586,-77.02968938937357,2
38.897343000000006,-77.027031,3
38.895174,-77.02498349999999,1
38.90962800000001,-77.049342,1
38.96606700000001,-77.0621625,1
38.904075000000006,-77.0406435,2
38.89881054203324,-77.01252323646719,3
38.923497,-77.037174,3
38.91743099999999,-76.9799745,4
38.88860867448,-76.97892805594837,1
38.90943899999999,-77.044491,1
38.917809000000005,-77.0416605,1
38.925675000000005,-76.98311100000001,1
38.90133,-77.0434605,1
38.898306000000005,-77.027031,1
38.926638000000004,-76.98820049999999,1
38.90622599999999,-77.04664199999999,1
38.89557338942204,-77.03202038942202,1
38.896185813548875,-77.02709696334962,1
38.843496000000016,-76.99814549999999,1
38.932029,-77.030154,2
38.897260560306414,-77.01553067085564,3
38.943567,-77.077809,1
38.898477000000014,-77.019111,2
38.944310792602494,-76.97963552416408,1
38.89341000000002,-76.9507785,1
38.900060999999994,-77.0383755,3
38.8961862420077,-77.02969752900746,1
38.946726,-77.0650065,1
38.912796000000014,-77.0096475,1
38.899743779172475,-76.91829549601067,1
38.899314000000004,-76.977297,1
38.946340490153695,-76.9969785098463,1
38.910132000000004,-77.04489149999999,1
38.903760000000005,-77.0597685,1
38.900007000000016,-77.034033,2
38.87079299999999,-77.008923,1
38.91971699999999,-76.970862,1
38.876463,-77.00927399999999,1
38.924363424055585,-76.98654789367781,2
38.908782,-77.04226799999999,2
38.90041200000002,-76.9892265,1
38.89455156309635,-77.03086643690364,1
38.841012000000006,-77.003091,1
38.957242018635974,-77.07119556988486,2
38.952054000000004,-77.0337315,1
38.92572000000001,-76.9981365,2
38.822373,-77.000382,1
38.88814500000001,-76.9912515,4
38.84497727709811,-76.99745781843248,1
38.904496428464704,-77.02841510387235,1
38.90252699999999,-77.046651,2
38.93634660577477,-77.02442173397498,2
38.93462099999999,-77.0331825,1
38.926503,-77.0231385,1
38.91217499999999,-76.99220100000001,1
38.944980000000015,-77.0784255,1
38.88334800000001,-76.9390875,4
38.9657414896538,-77.06393701034618,1
38.947896000000014,-77.0837805,1
38.899377000000015,-76.9947255,1
38.90269371429334,-77.03201904546181,2
38.91408299999999,-77.029623,1
38.898381807349274,-77.05019996956159,1
38.90525400000001,-77.050116,1
38.826513000000006,-76.99704299999999,1
38.90239200000001,-77.0533155,1
38.906740262657884,-76.99934958544388,3
38.83388362089254,-76.99000647807888,1
38.83635303436004,-77.0007239900245,1
38.87625600000001,-77.0069925,1
38.950029,-76.992642,1
38.91408299999999,-77.0319405,1
38.920761,-77.032089,2
38.90140199999999,-77.020533,1
38.92564946880195,-76.99235703119805,1
38.94851700000001,-77.0273325,2
38.88360900000001,-76.95749699999999,1
38.868480000000005,-76.9410135,1
38.907962999999995,-77.0638725,1
38.902543421055434,-77.01379572632193,1
38.937656897230774,-77.0297618782175,1
38.904191999999995,-76.924314,1
38.899359000000004,-77.0272695,1
38.8920225657006,-77.04852299999999,1
38.90655900000001,-77.0385015,1
38.96055000000001,-77.083542,1
38.93610572876363,-77.07320018629088,1
38.924316000000005,-77.06636999999999,1
38.92003634240391,-77.02198829906057,6
38.90880899999999,-77.0037525,1
38.872962,-76.937814,1
38.849985000000004,-76.97231099999999,1
38.949723000000006,-77.02713,1
38.897729999999996,-76.990032,2
38.91266508648311,-77.0365781868088,1
38.96166600000001,-77.0527125,1
38.89167955756749,-77.01657248560812,1
38.909637000000004,-77.019903,1
38.830875784874756,-77.00197494952829,1
38.956798500954044,-77.05783649904596,1
38.982642793473914,-77.02448933866386,1
38.91651300000001,-77.0106645,1
38.940822,-77.0678235,1
38.92702002986063,-77.03676630517819,1
38.90247155493864,-77.03069544506137,1
38.91798,-76.97060549999999,2
38.88431564827549,-77.0337418862147,2
38.932344,-77.0286375,1
38.90115,-77.022279,1
38.92217400000001,-77.0284755,1
38.881013655527994,-76.94548659237866,1
38.991992494794054,-77.03645185812978,1
38.872026000000005,-77.010633,1
38.82382469276839,-76.99808708122507,3
38.965356000000014,-77.0031405,1
38.899800000000006,-77.0259735,1
38.941056,-76.973958,1
38.8921353894528,-77.0122293894528,1
38.90026800000001,-76.9798485,1
38.880189,-76.9362435,1
38.904120000000006,-77.0283225,2
38.92001400000001,-76.958496,1
38.930238,-76.980762,1
38.91018323989362,-76.97711991081326,1
38.85612531056511,-76.98691992488988,2
38.873007,-76.972194,1
38.89811700000001,-77.02491599999999,1
38.930154364720664,-77.03479525697227,1
38.912467238759845,-76.99018578907658,1
38.901795540844326,-76.92088757962728,2
38.905091999999996,-77.0582565,2
38.91925799999999,-76.991382,1
38.82607200000001,-76.9962735,1
38.851586999999995,-76.9719285,3
38.923596,-76.990023,1
38.895876000000015,-77.0068215,1
38.86219800000001,-76.99520249999999,1
38.907512999999994,-77.0426775,1
38.911508999999995,-76.9848165,1
38.95332379468916,-76.98840160315862,1
38.845359,-76.9877685,1
38.885220000000004,-76.975578,1
38.96376299999999,-77.027805,1
38.91476740690842,-76.98785958035093,3
38.885985000000005,-76.999653,1
38.97995400000001,-77.06120175000001,1
38.82373200000001,-76.99810049999999,1
38.905407,-77.062122,1
38.920365000000004,-76.9977495,3
38.907432,-77.0472765,1
38.89402013248976,-77.02402449092854,1
38.922471,-76.9936725,3
38.905776,-76.9949325,1
38.905649999999994,-77.041134,1
38.84998924168006,-76.97221380823959,1
38.92564238912127,-77.00062838912126,1
38.94824230784914,-76.99120480235592,1
38.92347000000001,-76.9876155,1
38.916792000000015,-77.033331,3
38.901511551866115,-76.97745139493156,1
38.902095,-77.0239935,1
38.89863,-77.0221935,1
38.90518955213831,-77.04888444786168,1
38.90136038936357,-76.99849088936357,1
38.90313900000001,-76.9335705,1
38.97367252666858,-77.02696482133484,1
38.89953,-77.02738649999999,1
38.910180726849546,-77.04399442129524,1
38.879118000000005,-76.9917555,1
38.859768,-76.99535999999999,1
38.966013000000004,-77.074812,1
38.905254000000006,-77.051412,1
38.905227,-77.0699025,1
38.908899000000005,-77.0045715,1
38.91868199999999,-77.024853,1
38.98294200000001,-77.027472,1
38.89250100000001,-77.0300325,1
38.896191000000016,-76.914036,1
38.89594998163719,-77.00517416148966,1
38.91557713337588,-77.0122087811104,1
38.95893000000001,-77.029965,1
38.894844389423355,-77.01996938942334,1
38.92908058376225,-77.07315819043343,3
38.88756900000001,-77.031954,1
38.921201999999994,-77.072391,1
38.875752000000006,-77.000247,1
38.90452500000001,-77.0490765,2
38.90638799999999,-77.0402745,1
38.91764700000002,-76.9663845,1
38.94685200000001,-77.094099,1
38.95182,-77.0131485,1
38.898747000000014,-77.0273235,1
38.94896700000001,-77.0811525,1
38.924514000000016,-77.029938,1
38.924595000000004,-76.98562199999999,2
38.90040300000001,-76.997394,1
38.906172012652384,-77.01221284246196,1
38.899269000000004,-77.0222205,4
38.888667,-76.998465,1
38.8763237316762,-77.01747949738296,1
38.856168,-76.98698999999999,1
38.909563547631045,-77.05048645236897,1
38.90946600000001,-76.99926599999999,1
38.908062000000015,-77.044914,1
38.87471122063638,-76.97249496684367,2
38.884833000000015,-76.9956435,1
38.90448000000001,-77.016483,1
38.876409,-77.019867,1
38.92079699999999,-77.042232,1
38.83451400000001,-77.0068665,1
38.912751000000014,-77.017833,1
38.89207799999999,-77.0282685,1
38.892825000000016,-76.909761,2
