latitude,longitude,accident_count
38.90502000000001,-77.06302649999999,4
38.90223,-77.0469975,1
38.89567670288249,-77.04737751926274,1
38.91743099999999,-76.9799745,3
38.8662575414043,-76.98269339580277,1
38.962350000000015,-77.010714,1
38.928588440881214,-77.00062838910324,1
38.91621611991578,-77.0219841625693,1
38.91508325885637,-77.0365698892287,1
38.910033,-77.02377299999999,1
38.928168,-76.97922299999999,1
38.90709000000001,-77.0375385,1
38.845989,-76.982742,2
38.901393000000006,-77.0259915,1
38.89951648365439,-76.97916544083093,1
38.910180726849546,-77.04399442129524,3
38.89958399999999,-77.04171000000001,1
38.931651000000016,-77.0390505,1
38.86695,-76.9849425,1
38.90962800000001,-77.049342,1
38.907962999999995,-77.006286,1
38.89782889967876,-77.05153658371205,3
38.89275913445329,-77.01218678750743,1
38.923937281495064,-76.9879638565116,2
38.89727856028788,-77.03954693971212,2
38.89003500000001,-76.932558,1
38.91259858593721,-77.0180717812752,1
38.881359,-76.9260015,4
38.91925799999999,-76.991382,3
38.91933,-77.0322645,1
38.87714957846991,-76.96346732524592,1
38.938671000000014,-77.02468649999999,1
38.913059702387464,-76.97599854961113,1
38.90012255735847,-77.01224544264151,1
38.94235729614017,-77.02569359747844,1
38.92908058376225,-77.07315819043343,1
38.98128775936524,-77.03340259588192,1
38.88108,-76.9313745,4
38.86634699999999,-76.981815,1
38.963111281643364,-77.0364779570212,1
38.88221324091673,-77.02629245891525,4
38.915955,-77.0217255,1
38.899197000000015,-76.98658499999999,1
38.88297,-77.0191155,1
38.86443,-76.95397799999999,1
38.90207699999999,-77.043915,1
38.913966000000016,-77.067054,1
38.906811000000005,-77.0216355,1
38.89645200000001,-77.024646,1
38.90102400000001,-77.032287,2
38.843559,-76.975326,1
38.845224,-76.996827,2
38.84589,-76.996413,1
38.90499299999999,-77.06412449999999,1
38.90570672738389,-77.01623054662535,2
38.90635003233489,-76.98719659444953,1
38.923731000000004,-76.9674285,2
38.89373801429876,-77.05186905719506,3
38.898306000000005,-77.027031,1
38.92635899999999,-76.9811895,1
38.874555000000015,-76.9718745,3
38.88578699999999,-76.95900449999999,1
38.888217,-77.0151915,1
38.89837167824304,-77.02604059519912,2
38.85068699999999,-76.99473449999999,1
38.87927100000001,-76.99022099999999,3
38.89201494582577,-77.03261827319967,1
38.92948200000001,-76.99244399999999,4
38.89973675769212,-77.02198461090813,1
38.937123000000014,-77.0710905,1
38.921201999999994,-77.072391,2
38.946189440288364,-77.03130488099355,1
38.96379000000002,-77.07171149999999,1
38.901816,-77.0597595,4
38.93522151560479,-76.96358355071442,1
38.925107999999994,-76.985298,1
38.91407400000001,-77.016771,1
38.90201400000001,-77.0262075,1
38.935152000000016,-76.963392,2
38.899575,-76.9787145,1
38.91716099999999,-77.027391,1
38.90745900000002,-77.03505,2
38.93277599999999,-77.024511,1
38.91263583740266,-76.98340578019005,1
38.938299182459616,-76.97897210047213,1
38.897409934361285,-77.03370734126011,3
38.86144200000001,-76.9935555,3
38.95791299999999,-77.0082705,1
38.89973555775713,-77.01998544224287,1
38.902086,-77.0488335,2
38.894851807848326,-77.00722412877717,1
38.9262971720202,-77.00555954816059,4
38.905839000000014,-76.9809825,2
38.88756900000001,-77.031954,1
38.89860856848474,-76.97407654126955,2
38.90286900000001,-77.0398335,1
38.906667,-77.036976,1
38.879279999999994,-77.01555733508046,3
38.899341,-76.9792905,1
48.76566299999999,-122.489172,1
38.926458,-77.022189,2
38.902176,-77.039838,2
38.908827,-77.031954,1
38.898477000000014,-77.019111,1
38.924379000000016,-77.0404455,1
38.90076688723327,-77.05615718297766,3
38.936385,-76.9903965,1
38.827359,-76.99462199999999,3
38.89879199999999,-77.039451,2
38.89516928162329,-76.95227687939217,1
38.91700800000001,-77.025384,1
38.97995400000001,-77.06120175000001,1
38.925422999999995,-76.984596,1
38.86200258595902,-76.94910131763697,1
38.90115,-77.022279,1
38.92939200000001,-76.97601,1
38.90861438929316,-77.00924138929315,1
38.895021000000014,-77.0125995,2
38.847222000000016,-76.97614949999999,1
38.860326000000015,-76.96685699999999,1
38.96121600000001,-76.9984335,2
38.90778300000001,-77.0019975,1
38.91266508648311,-77.0365781868088,2
38.896128000000004,-77.0219235,1
38.964383999999995,-77.0300325,1
38.90561399999999,-77.0466555,1
38.903058000000016,-76.9762035,1
38.915369999999996,-77.0082255,4
38.90023200000002,-77.0201955,1
38.900253389373795,-77.0320203893738,3
38.91693599999999,-76.955067,3
