addressId-street_segId,location,lat,long
300093-1634,410 8TH ST SE,38.88338400000001,-76.99466699999999
907215-579,19TH ST AT L ST NW,38.903733,-77.0434605
253188-15302,5948 GEORGIA AVE NW,38.96238600000001,-77.028291
815963-11567,NEW YORK AVE W/B @ MONTANA AVE NE,38.91733250988848,-76.97843868914498
806860-5886,WISCONSIN N/B @ BRANDYWINE NW,38.949669000000014,-77.08040100000001
900284-4494,MICH AVE AT 4TH ST NE,38.931417,-77.00056649999999
905642-14659,9TH ST NE @ MOUNT OLIVET RD NE,38.91217499999999,-76.99220100000001
811220-9615,500 PA AVE NW,38.89226202671827,-77.01869991426767
904466-2703,MT PLEASANT ST NW @ LAMONT ST NW,38.93114700000001,-77.0383215
72285-26,1200 H ST NE,38.900375999999994,-76.990032
911023-6092,BRANCH & GAINESVILLE ST SE,38.85537600000001,-76.9585815
814838-12787,3200 WHEELER RD SE,38.84362145136785,-76.99418060675585
223666-7197,1200 UPSHUR ST NW,38.941551000000004,-77.0271525
900899-159,18TH ST AT VIRGINIA AVE NW,38.89263600000001,-77.04175049999999
271410-2763,1600 FOXHALL RD S/B NW,38.91066800513724,-77.08398803155735
801001-843,1500 CONSTITUTION AVE NW,38.89201494582577,-77.03261827319967
900200-3529,18TH ST NW @ NEW HAMPSHIRE AVE NW,38.91153600000001,-77.041674
902958-2455,15TH ST SW @ INDEPENDENCE AVE SW,38.88775800000001,-77.0336955
812152-10429,800 9TH ST NW,38.8998663893786,-77.0240283893786
814343-12359,N/B 4100 S DAK AVE NE,38.93957077490023,-76.98024225099775
906078-1041,RHODE ISLAND AVE NW @ BATAAN ST NW,38.90685600000002,-77.03766449999999
907033-2539,8TH ST NE @ I ST NE,38.901294,-76.99494150000001
277550-4175,3500 CONNECTICUT AVE NW INSIDE N/B,38.93573700000002,-77.0589495
243367-3894,1300 U ST NW,38.916774000000004,-77.02994699999999
904122-4361,K ST W/B @ 25TH ST NW,38.90239200000001,-77.0533155
902401-1600,ALABAMA AVE SE @ G ST SE,38.880198,-76.9392405
238718-10022,600 PA AVE NW,38.89274399999999,-77.0211675
240293-4760,1300 FLORIDA AVE NW,38.920266,-77.0300055
239136-1039,1000 FLORIDA AVE NW,38.920095,-77.026536
806245-5367,1500 23RD ST NW,38.90970740607358,-77.04938424364414
224798-9593,4200 MASSACHUSETTS AVE NW,38.935089000000005,-77.0830965
904489-1039,11TH ST NW @ FLORIDA AVE NW,38.92075200000001,-77.0270445
149654-7270,4400 E ST SE,38.88334800000001,-76.9390875
151471-2351,2000 MLK JR AVE SE,38.86641,-76.988862
910900-4927,ILLINOIS AVE NW @ GEORGIA AVE NW,38.95702199999999,-77.0281425
242923-11794,900 U ST NW,38.916837000000015,-77.0242275
294856-1394,4000 MINNESOTA AVE NE,38.89785599999999,-76.94708849999999
814764-12732,1000 25TH ST NW,38.9027013893476,-77.05335938934759
905296-6908,H ST NE @ 11TH ST NE,38.90018700000002,-76.991535
901986-329,N/B OREGON AVE @ TENNYSON ST NW,38.972817,-77.0532255
300368-,2800 BLK NEW YORK AVE. NE E/B,38.91764700000002,-76.9663845
908325-4905,14TH ST N/B @ C ST SW,38.88595800000001,-77.031945
902787-888,PENNSYLVANIA AVE SE/B @ 27TH ST SE,38.872781999999994,-76.968963
239834-8606,900 PENNSYLVANIA AVE NW,38.895174,-77.02498349999999
806674-5725,CONNECTICUT N/B @ MILITARY NW,38.961017999999996,-77.0733135
806803-5837,3300 BLK MINNESOTA AVE SE (NE/B),38.88208330822486,-76.95866929781941
906670-3758,13TH PL NE @ BRYANT ST NE,38.921076,-76.9879215
266783-7908,3100 FOXHALL RD S/B NW,38.931402389064466,-77.09112788906448
218242-4920,500 FLORIDA AVE NW,38.914919999999995,-77.01912
906206-2701,H ST NE @ 4TH ST NE,38.900195999999994,-77.0005665
239125-12879,900 11TH ST NW,38.9016,-77.02727399999999
903512-555,I ST NW @ 16TH ST NW,38.90133000000001,-77.036553
807944-6804,801 RHODE ISLAND AVE NE,38.92068900000001,-76.99603499999999
900101-1912,SOUTH CAP & I ST SW,38.879279999999994,-77.01555733508046
901991-951,16TH ST N/B AT OAK ST NW,38.934963,-77.036463
806650-5703,E CAPITOL E/B AT TEXAS SE,38.889666,-76.93828649999999
911304-5003,EASTERN AVE NE @ NORTH CAPITOL ST *,38.97036899999999,-77.008446
901451-1020,S/B 32ND AT JOCELYN ST NW,38.95979400000001,-77.064435
906197-9248,HAYES ST NE @ DIVISION AVE NE,38.899719,-76.9251645
53547-,1929 NORTH CAPITOL ST NE,38.91651300000001,-77.0087115
800345-292,W/B 3000 NY AVE NE,38.91723529315235,-76.96363458390717
900353-713,6TH & PENN AVE NW,38.90964600000001,-76.9958235
809370-8009,2500 CT AVE NW,38.922798063286315,-77.05115301412843
306738-13974,1300 BLK 2ND ST NE,38.907872999999995,-77.0036625
900640-409,MORRIS RD SE @ ELVANS RD SE,38.857257000000004,-76.98366
906264-9414,BENNING RD NE @ 44TH ST NE,38.89152899999999,-76.9392
905026-4845,NEW YORK AVE NW @ 6TH ST NW,38.903571,-77.019912
903848-3212,SARATOGA AVE NE @ 14TH ST NE,38.922326999999996,-76.9859415
904729-2571,SHERIFF RD NE @ 48TH ST NE,38.902887,-76.933764
907458-4425,TAYLOR ST NE @ 2ND ST NE,38.940732,-77.00438249999999
903242-2776,NORTH CAROLINA & PA AVE SE,38.885985000000005,-76.999653
902947-1812,FLORIDA AVE NE @ ORREN ST NE,38.90122199999999,-76.9866525
903632-3547,MADISON ST NW @ GEORGIA AVE NW,38.958345,-77.02823699999999
903109-2639,MADISON DRIVE AND 14TH ST NW,38.89041299999999,-77.03196299999999
906941-1303,RHODE ISLAND AVE NE @ 2ND ST NE,38.91879,-77.003505
907297-1431,14TH ST NW @ SHERIDAN ST NW,38.96613900000001,-77.0334255
813907-11977,5300 SOUTH DAKOTA AVE NE,38.95417485604646,-76.99893564101693
266055-2734,4900-4800 BLK WISCONSIN AVE NW,38.952189000000004,-77.081751
294861-13030,700 14 ST SE,38.88105300000001,-76.9851
801318-1289,4900 NANNIE HELEN BURROUGHS AVE NE*,38.89871566897873,-76.93156454245921
810762-9221,700 9TH ST NW,38.898506515893494,-77.02402025484406
50750-1432,2200 32ND ST SE,38.86270200000001,-76.9612455
22524-10046,4400 SHERIFF RD NE,38.902950000000004,-76.9390245
253189-15302,5900 GEORGIA AVE NW,38.961522,-77.028435
227783-3147,2 W ST NW,38.91898800000001,-77.009301
901026-277,2ND AND H ST NW,38.900195999999994,-77.013684
811878-10186,200 CEDAR ST NW,38.97607890296093,-77.01569961338079
287175-,2700 BLK NEW YORK AVE NE (W/B),38.91798,-76.97060549999999
42703-11223,300 51ST ST SE,38.88482400000001,-76.9282965
279044-3894,1314 U ST NW,38.916819000000004,-77.0305005
900924-182,H ST NW @ VERMONT AVE NW,38.900195999999994,-77.035113
300091-1634,400 8TH ST SE,38.88362699999999,-76.99471199999999
905842-7750,ALABAMA AVE & AINGER PL SE,38.85571800000001,-76.96996200000001
903183-4503,5TH & E ST NW,38.896128000000004,-77.018931
904851-761,4TH ST SE @ 6TH ST SE,38.82418200000001,-76.9996215
800378-320,CONNECTICUT S/B @ NEBRASKA NW,38.95602300000001,-77.0704155
814123-12169,3800 MASSACHUSETTS AVE SE,38.87329526370884,-76.94949844596985
284453-10479,2700 BLK CATHEDRAL AVE,38.92824811534889,-77.05541790814303
295161-3293,2600 BENNING RD NE,38.898432000000014,-76.96993499999999
304809-11938,2000 BLADENSBURG RD NE,38.91898800000001,-76.971834
804807-4141,1000 14TH ST NW,38.90269371429334,-77.03201904546181
810467-8971,300 53 ST SE,38.88462013530776,-76.92608770325204
911283-9001,ROCK CREEK CHURCH RD NE @ GALLATIN*,38.95240499999999,-77.0084145
901419-1142,MASSACHUSETTS AVE NW @ WATERSIDE D*,38.917035,-77.057334
901876-799,KANSAS AVE NW @ GEORGIA AVE NW,38.942307000000014,-77.025627
279190-2331,1442 U ST NW,38.91673800000001,-77.03388
806334-5444,1545 T ST NW,38.915641458482256,-77.03543641413084
903437-2831,10TH & U STREET NW,38.91700800000001,-77.02596
223105-13164,4300 CONN AVE NW,38.94557399999999,-77.0647455
906799-1742,G ST NE @ 13TH ST NE,38.89891800000001,-76.988304
816435-15360,4100 MINNESOTA AVE NE,38.89752458415129,-76.94705686860956
222230-2593,4000 WISCONSIN AVE NW,38.94169500000001,-77.0769
905477-7543,EASTERN AVE NW @ NORTH CAPITOL ST *,38.97037800000001,-77.0084415
7315-12589,5621 NEW HAMPSHIRE AVE NE,38.958399000000014,-77.0075775
900621-8934,MINNESOTA AVE NE @ NASH ST NE,38.90720699999999,-76.93510950000001
906978-3745,TUNLAW RD NW @ 39TH ST NW,38.925837,-77.078862
811148-9549,9 H ST NE,38.900128730567346,-77.00878676676932
905984-1833,14TH ST NW @ W ST NW,38.91916799999999,-77.031954
901128-382,4TH ST SE @ ATLANTIC ST SE,38.830950000000016,-77.000562
907241-977,6TH ST SE @ SOUTHERN AVE SE,38.82280500000002,-76.999293
905117-6924,6TH ST NW @ C ST NW,38.89359000000001,-77.019921
901513-521,46TH ST NW @ YUMA ST NW,38.946284999999996,-77.0906115
237165-7707,800 N CAPITOL ST NW,38.900510999999995,-77.009733
913804-14572,FT LINCOLN DR & HURSTON LN NE,38.92235400000001,-76.952034
287167-9135,2653 DOUGLASS RD SE,38.857733999999994,-76.9895595
905137-734,MINNESOTA AVE NE @ BENNING RD NE,38.89511999999999,-76.949154
276032-3124,5500 CONNECTICUT AVE NW,38.963268,-77.074974
903793-4982,CONNECTICUT AVE N/B @ CALVERT ST NW,38.92353299999999,-77.05152
69109-7815,127 D ST SE,38.88488699999999,-77.004783
900776-265,19TH AND INDEPENDENCE AVE SE,38.887596,-76.977234
905336-2166,W/B CONSTITUTION @ 17TH ST NW,38.892087000000004,-77.03946450000001
293192-10736,1100 PA AVE NW,38.894103,-77.02756649999999
900530-4509,GEORGIA AVE NW @ HARVARD ST NW,38.927223,-77.022963
219095-6427,2600 CONNECTICUT AVE NW,38.923722,-77.0520195
902251-1197,17TH ST NW @ PENNSYLVANIA AVE NW,38.89879199999999,-77.039451
900835-100,14TH ST NE @ H ST NE,38.90018700000002,-76.985505
801693-1408,2600 WISCONSIN AVE NW,38.923680874220956,-77.07323990154498
803183-2639,100 14TH ST NW,38.98128775936524,-77.03340259588192
901953-765,STANTON RD & POMEROY RD SE,38.856168,-76.98698999999999
906080-56,18TH ST NW @ L ST NW,38.90373300000001,-77.041674
903066-7025,16TH ST S/B AT IRVING ST NW,38.928681,-77.03648100000001
288109-7641,4100 HUNT PL NE,38.90088900000001,-76.943394
284782-12373,3701 NEBRASKA AVE NW,38.938455000000005,-77.0849595
255341-5511,1368 TAYLOR ST NW,38.940579000000014,-77.0316435
814340-12356,6900 PINEY BRANCH RD NW,38.97369961775497,-77.02277340772709
801193-3557,SUITLAND E/B AT FIRTH STERLING SE,38.862323999999994,-76.99783049999999
225357-5871,1300 Q ST NW,38.91099600000001,-77.029893
903210-2731,GEORGIA AVE S/B AT MISSOURI AVE NW,38.961000000000006,-77.02801649999999
903768-3944,JENIFER ST @ 44TH ST NW,38.959029000000015,-77.0862015
804056-3442,1900 BLK 15 ST SE,38.866347085265154,-76.98315635482673
903713-164,N ST NW @ CONNECTICUT AVE NW,38.907242999999994,-77.04213299999999
902051-1029,36TH ST NW @ FESSENDEN ST NW,38.95468199999999,-77.06924099999999
810455-8961,500 7TH ST SE,38.88266025466762,-76.99610396757295
906262-184,M ST NW @ CONNECTICUT AVE NW,38.905649999999994,-77.041134
150787-9690,4000 4TH ST SE,38.83078800000001,-77.000337
903199-1884,1ST ST & R ST NW,38.91259800000001,-77.012163
804045-3433,1200 SOUTHERN AVE SE,38.83344574670261,-76.98571608799462
810351-8870,1000 PENNSYLVANIA AVE NW,38.89430528677112,-77.02610251379774
902519-1271,ERIC STREET & BRANCH AVE SE,38.86459448074848,-76.95951503602113
903899-3849,13TH ST & HAMILTON ST NW,38.95289100000001,-77.0296905
900744-26,13TH ST NE @ H ST NE,38.90016900000002,-76.988313
905426-4278,7TH ST NW @ INGRAHAM ST NW,38.95423199999999,-77.0221935
903130-2667,STANTON RD SE @ ELVANS RD SE,38.85452099999999,-76.985964
810888-9335,200 7TH ST SW,38.88750261049593,-77.02185261049593
220980-3262,3400 CONNECTICUT AVE NW,38.93435099999999,-77.0584185
904429-1694,11TH ST AND FAIRMONT ST NW,38.924757,-77.02704
900247-8238,MARYLAND AVE NE @ NEAL ST NE,38.90115900000001,-76.980861
903715-2578,6TH & MA AVE NW,38.90145599999999,-77.019921
905900-2382,N/B 12TH STREET & V ST NW,38.91810600000001,-77.02807499999999
235788-13643,2207 ONTARIO RD NW,38.919555,-77.039244
906413-10196,WEST BEACH DR NW @ YORKTOWN RD NW,38.98872,-77.0439015
901648-2243,MINNESOTA AVE NE @ NANNIE HELEN BU*,38.897401417487885,-76.94705352131068
225558-7314,1500 9TH ST NW,38.90991600000001,-77.024331
805280-4529,S/B 3500 S DAKOTA AVE NE,38.93310666683183,-76.97354499355865
900406-1369,H ST NW @ 8TH ST NW,38.899809000000005,-77.022954
297813-9432,1600 BENNING RD NE,38.90026800000001,-76.9798485
815965-13844,3200 FT LINCOLN DR NE,38.92439188065422,-76.9593429233836
813012-11188,700 G ST NW,38.89837721373857,-77.02198408601609
910788-6846,19TH AND MASS AVE SE,38.884536,-76.977243
814224-12258,1900 CALVERT ST NW,38.92317153360212,-77.04474896639789
279390-3905,1800 13TH ST NW,38.914379999999994,-77.02985699999999
814648-12629,3500 FULTON ST NW,38.9261055305761,-77.06871146942389
900054-93,3RD ST NW @ D ST NW,38.89478700000001,-77.0151735
908057-657,FIRST & MASSACHUSETTS AVE NE,38.896884,-77.0078205
901673-574,S/B 14TH ST @ INDEPENDENCE AVE SW,38.88756900000001,-77.031954
904935-46,FIRST ST AND NEW YORK AVE NE,38.908457999999996,-77.005881
230947-3213,3400 11 ST NW,38.931993000000006,-77.028534
223988-13141,4000 MASS AVE NW,38.931309,-77.0787495
801384-1236,3600 BLK EASTERN AVE NE,38.93411439568271,-76.96217506467038
302547-4375,3400 14TH ST NW,38.931606000000016,-77.032962
805186-4451,1200 MOUNT OLIVET ROAD NE,38.910507837298866,-76.98564830842133
907189-669,18TH AND D ST SE,38.884085999999996,-76.9789935
40707-4688,3100 MONROE ST NE,38.93303700000001,-76.964976
310702-5447,W/B 1400 CONSTITUTION AVE NW,38.891097,-77.0327415
802005-1606,5200 CONNECTICUT AVE NW,38.957242018635974,-77.07119556988486
907402-1577,17TH ST NW @ CORCORAN ST NW,38.911860000000004,-77.0384835
814705-12674,1200 EMERSON ST NW,38.9496495062778,-77.02771853105166
5811-9598,600 E ST NE,38.896308000000005,-76.99828049999999
805796-4963,1200 W ST SE,38.864934424922,-76.98966695367172
285676-91,700 14TH ST S/B NW,38.8811846104333,-76.9854341104333
910843-956,N/B 16TH ST @ GALLATIN ST NW,38.951865,-77.0364405
294857-13973,200 FLORIDA AVE NE,38.90732400000002,-77.0032755
905484-7964,MONTANA AVE NE @ W ST NE,38.919888000000014,-76.9790115
285149-9408,5300 MCARTHUR BLVD NW,38.927475000000015,-77.104584
235817-6363,2400 16TH ST NW,38.921175000000005,-77.0369175
810334-8853,1000 E ST NW,38.896054561548496,-77.0260559384515
242495-7187,2100 PENNSYLVANIA AVE NW,38.90104199999999,-77.0472135
288940-13000,75 NEW YORK AVE NE,38.907962999999995,-77.006286
901910-873,4TH ST SW @ M ST SW,38.87651700000001,-77.01759
807118-6099,1000 BLK M ST SE,38.87653641820867,-76.99256858179133
903416-3025,6TH & CHESAPEAKE ST SE,38.829186000000014,-76.998492
900040-237,13TH ST NW @ O ST NW,38.908566000000015,-77.029614
905340-227,BLADENSBURG RD NE @ H ST NE,38.90014200000002,-76.983363
253249-9536,6300 GEORGIA AVE NW,38.966544,-77.02797149999999
906620-10266,12TH ST NE @ G ST NE,38.898917999999995,-76.9902345
301562-1993,2700 MLK JR AVE SE,38.85068699999999,-76.99473449999999
906320-7379,WISCONSIN AVE @ PROSPECT ST NW,38.906019,-77.062833
901086-339,CHAMPLAIN ST NW @ COLUMBIA RD NW,38.92352400000001,-77.0413995
35244-4456,3400 19TH ST SE,38.846097000000015,-76.97664
902008-970,NEW JERSEY AVE NW @ NEW YORK AVE NW,38.905362,-77.01477299999999
907470-9707,W/B SPRING RD AT HOLMEAD PLACE NW,38.93659199999999,-77.030883
907092-579,19TH ST NW @ M ST NW,38.905659000000014,-77.0434515
285983-2623,125 MICHIGAN AVE NE,38.92748399999999,-77.004288
901039-287,2ND & PA AVE SE,38.887596000000016,-77.003541
271944-5065,3307 M ST NW,38.905281,-77.0665365
802747-2127,1200 6TH ST SW,38.87635334737548,-77.0198079049451
268847-3936,5500 MACARTHUR BLVD NW,38.930094,-77.107185
218866-4556,2500 MASSACHUSETTS AVE NW,38.91500099999999,-77.0551425
906245-2411,KENNEDY ST NW @ 9TH ST NW,38.956256999999994,-77.025753
901532-540,17TH ST @ PINEY BRANCH PKWY NW,38.93722200000001,-77.03856449999999
904842-3844,CALIFORNIA ST & MASSACHUSETTS AV NW,38.91557700000001,-77.055363
911248-10821,TAYLOR ST NW @ ARKANSAS AVE NW,38.940804,-77.0348385
911258-558,O ST @ POTOMAC ST NW,38.90780099999999,-77.0652855
284501-11026,2800 GEORGIA AVE NW,38.92620600000001,-77.023062
905723-1901,34TH ST NW @ FULTON ST NW,38.92617899999999,-77.0663835
903286-2825,18TH ST AND PENNSYLVANIA AVE NW,38.89958399999999,-77.04171000000001
903569-3441,23RD & CONSTITUTION AVE NW,38.893733999999995,-77.050134
903897-2733,4 & I ST SE,38.88045899999999,-77.00058
902129-4049,MISSOURI AVE & 8TH ST NW,38.959712999999994,-77.0241915
5810-12930,600 DIVISION AVE NE,38.89738800000001,-76.92626249999999
903074-2582,NORTH CAROLINA AVE SE @ 3RD ST SE,38.88506699999999,-77.00202449999999
801755-1457,1200 4 ST NW,38.90570672738389,-77.01623054662535
905543-1313,6TH AND L ST NE,38.903706000000014,-76.9984335
901414-732,15TH ST NW @ NEW YORK AVE NW,38.89878300000001,-77.0336415
907373-1780,BLADENSBURG RD NE @ T ST NE,38.91573900000001,-76.97373749999998
806619-5680,4700 NH BURROUGHS AVE NE,38.903680000000065,-76.94241999999997
903092-2616,NEW HAMPSHIRE AVE NW @ DUPONT CIR *,38.910132000000004,-77.04298349999999
901238-1071,18TH ST NE @ FRANKLIN ST NE,38.925567,-76.9789935
806449-5540,3000 14 ST NW,38.92758949334227,-77.03258393630722
68781-8550,1300 MICHIGAN AVE NE,38.940984000000014,-76.98807
904462-4773,EASTERN AVE NE @ TUCKERMAN ST NE,38.967354000000014,-77.004594
903662-3603,7TH & E ST NW,38.896128000000004,-77.0219235
271896-7676,3200 M ST NW,38.90502000000001,-77.06302649999999
900808-83,1ST ST & BRYANT ST E/B NW,38.921310000000005,-77.012154
815322-13219,1800 BLK SAVANNAH ST SE,38.84617721135614,-76.9784059437518
226849-80,1700 N CAPITOL ST NW,38.91278700000001,-77.00940899999999
900611-454,CONSTITUTION AVE NW @ 16TH ST NW,38.892078,-77.036562
254393-2114,821 LONGFELLOW ST NW,38.95758000000001,-77.024934
240609-3046,1600 13 ST NW,38.911347000000006,-77.029848
288752-11458,600 MARYLAND AVE NE,38.89442700000001,-76.99828049999999
243124-3906,1700 R ST NW,38.912454,-77.0387085
