addressId-street_segId,location
907346-6331,TAYLOR ST NE @ 14TH ST NE
226023-2836,1 SCOTT CIRCLE
803190-2646,800 SHEPHERD ST NW
284921-8456,4450 WISCONSIN AVE NW
289739-8093,2800 8TH ST NE
279010-2790,1250 NEW YORK AVE NW
243485-4675,6001 GEORGIA AVE NW
245660-10403,5724 BLAIR RD NW
9353-1733,539 RIGGS RD NE
278208-4344,2646 BIRNEY PL SE
294846-2676,4501 WISCONSIN AVE NW
904998-5866,WHITTIER PL AT PINEY BRANCH RD NW
227204-4616,153 RHODE ISLAND AVE NW
242828-10185,1875 CONNECTICUT AVE NW
905481-2691,49TH ST & MEADE ST NE
901918-880,33RD @ WISCONSIN AVE NW
155663-6153,5000 HANNA PL SE
904767-278,PINEY BRANCH RD NW @ VAN BUREN ST *
156424-1055,1000 BLK G ST SE
913853-14859,10TH & I ST NW
904367-12060,PORTER ST NW @ QUEBEC ST NW
813226-11367,3200 ERIE ST SE
79344-1336,778 OLGETHORPE ST NE
231593-172,2800 13TH ST NW
809013-7716,100 SYCAMORE RD NE
814571-12559,5100 BLK EASTERN AVE NE
81166-10587,833 BARNABY ST SE
900664-2866,W ST SE @ 15TH ST SE
235692-12659,1750 COLUMBIA RD NW
148248-9323,2439 GOOD HOPE RD SE
808440-7227,1300 29 ST SE
49054-7502,229 8TH STREET NE
39947-13016,3129 BUENA VISTA SE
913522-,CT @ K ST NW
900484-1010,UTAH AVE & RITTENHOUSE ST NW
278518-959,4569 BENNING RD SE FRONT S/B
904912-216,33RD & RITTENHOUSE ST NW
10010-14176,5335 FIRST PL NE
278170-11775,25 E STREET SE
76084-6892,100 5 ST NE
256239-12051,1545 GERANIUM ST NW
905228-904,14TH & INGRAHAM ST NW
237233-12758,440 RHODE ISLAND AVE NW
290019-464,3660 ALABAMA AVE SE
900363-726,5TH ST & FARRAGUT ST NW
226919-8583,139 FLORIDA AVE NW
302032-6946,202 RIGGS RD NE
50655-3896,2206 30TH ST SE
80964-1065,827 KENNEDY ST NE
254677-9113,5300 8TH ST NW
913442-,PROSPECT ST @ BANK ALLEY NW
286986-13582,2365 GOOD HOPE RD SE
278328-4153,3107 NAYLOR RD SE FRONT
288736-7239,5900 NEW HAMPSHIRE AVE NE
801283-1260,3290 M ST NW
308625-6560,1005 3RD ST NE
240965-12795,1850 I ST NW
155382-13093,2617 BOWEN RD SE
900661-5151,2ND ST AT 3RD ST NE
284358-7692,2323 WISCONSIN AVE NW
807339-6293,2200 30TH ST NW
223354-925,N/B 4007 CONNECTICUT AVE NW
806683-5733,1303 1ST ST NE
278351-9904,3218 PENN AVE SE
814994-12927,1300 23RD ST NW
903021-2559,14TH ST SE @ U ST SE
295049-7744,3077 M ST NW
904741-3325,12TH ST & HAMLIN ST NE
805313-4558,5700 OREGON AVE NW
243277-4439,1630 VERMONT AVE NW
906459-4885,13TH AND IRVING ST NE
241224-1388,1732 18 ST NW
312853-6941,700 MAINE AVE SW
303553-14126,5737 EAST CAPITOL ST SE
244139-674,4200 3RD ST NW
231007-4552,1016 PARK RD NW
809090-7785,1700 TRENTON PL SE
908300-8840,16TH & FORT STEVENS DR NW
800741-540,3500 17 ST NW
249376-1248,5715 3RD PL NW
900029-6171,HOLBROOK ST AND FLORIDA AVE BLK NE
810826-9279,1206 18TH ST NW
68510-4007,1310 CONGRESS ST SE
250461-4650,6006 7TH ST NW
902444-1660,HOLMEAD PL NW @ PARK RD NW
42394-10315,3002 SOUTH DAKOTA AVE NE
803187-2643,1200 RANDOLPH ST NE
276652-11573,4635 SOUTH CAPITOL ST SW
816307-14565,4006 GEORGIA AVE NW
900351-711,3RD & I ST NE
288276-5365,4801 NORTH CAPITOL ST NE
146768-2141,3424 25TH ST SE
231865-11641,1235 EUCLID ST NW
51613-6333,2110 MISSISSIPPI AVE SE
285767-1459,1015 KENILWORTH AVE NE
310112-3327,43 K ST NW
249316-4819,5800 3RD ST NW
276856-12185,95 M ST SW
811124-9532,900 INDEPENDENCE AVE SE
801554-1160,2500 28 ST NW
905572-3152,BENNING & A ST SE
244595-5331,233 FARRAGUT ST NW
288564-4545,5220 DIX ST NE
903376-2965,RENO RD AT QUEBEC ST NW
287159-7894,2637 STANTON RD SE
235703-2619,1765 EUCLID ST NW
242031-,1629 K ST NW
237645-1984,1614 3RD ST NW
235969-5274,1673 COLUMBIA RD NW
247605-2937,4128 NEW HAMPSHIRE AVE NW
235736-3990,2339 ONTARIO RD NW
279496-8575,1939 14TH ST NW
147747-9208,412 37TH ST SE
226818-80,1716 NORTH CAPITOL ST NW
802231-1850,400 12TH ST SW
235683-5521,2505 CHAMPLAIN ST NW
905776-3302,37TH @ R ST NW
273871-3273,2715 PENNSYLVANIA AVE NW
905258-6818,NEBRASKA AVE AT DAVENPORT ST NW
240291-6170,2200 13 ST NW
900783-4,O ST NW @ NEW JERSEY AVE NW
906796-12392,36TH PL NW @ GARFIELD ST NW
284969-9091,4821 GEORGIA AVE NW
240827-327,1227 T ST NW
284940-2676,4537 WISCONSIN AVE NW
297626-123,2750 14TH ST NW
906530-1410,13TH & SHERIDAN ST NW
300822-5546,101 NEW YORK AVE NE
262738-3232,5013 CONNECTICUT AVE NW
809813-8385,3501 6TH ST SE
257958-9253,1400 SHERIDAN ST NW
904272-4582,8TH AND NICHOLSON ST NW
222022-9359,3600 BRANDYWINE ST NW
242305-913,1410 15TH ST NW
278324-4153,3103 NAYLOR RD SE
74498-7592,1104 QUEEN ST NE
907851-104,RANDOLPH ST NE @ EASTERN AVE NE
242036-4541,2101 16TH ST NW
73779-1313,1119 6 ST NE
904440-4745,EAST CAPT & MASS AVE SE
807742-6641,1987 MASSACHUSETTS AVE NW
241311-7171,2100 17TH ST NW
284934-2676,4523 WISCONSIN AVE NW
286222-2866,1452 W ST SE
299894-5855,1441 RHODE ISLAND AVE NW
239179-1007,2001 11TH ST NW
239428-11362,2100 VERMONT AVE NW
249110-1455,6909 5TH ST NW
905096-6315,UTAH AVE @ NORTHAMPTON ST NW
236761-4999,58 FLORIDA AVE NW FRONT E/B
243889-9361,4819 4TH ST NW
149109-14603,1433 H ST NE
903958-4018,N/B RANDOLPH AT 18TH ST NE
255935-3914,5600 16TH ST NW
904947-5751,SOUTH DAKOTA AVE NE @ QUINCY ST NE
71306-5704,1216 MICHIGAN AVE NE
803105-2531,6800 OREGON AVE NW
147601-5949,4810 C ST SE FRONT W/B
903548-3404,MICHIGAN AVE & PERRY ST NE
155554-13502,3231 STANTON RD SE
227557-11036,2035 2 ST NW
237121-5705,32 NEW YORK AVE NW
238258-30,300 P ST NW
268083-12500,4400 ALBEMARLE ST NW
40795-3410,309 TENNESSEE AVE NE
237106-5705,73 NEW YORK AVE NW
801233-1179,4700 13TH ST NW
800512-434,1600 MISSOURI AVE NW
226819-80,1714 NORTH CAPITOL ST NW
152265-5756,1900 H ST NE
805807-4974,1605 GOOD HOPE RD SE
273390-1822,1681 35TH ST NW
45962-12445,2603 12TH ST NE
902836-2281,C & 13TH ST SW
904211-6263,14TH ST AND N CAROLINA AVE NE
816322-14595,2800 P ST SE
804414-3806,200 BLK 3 ST NE
813265-11405,500 FIRST ST SE
803019-2509,738 12TH ST NW
904108-2912,T ST NW @ 17TH ST NW
808583-7348,4900 SARGENT RD NE
903246-2779,19 & MINNESOTA AVE SE
219295-12028,2600 TILDEN ST NW
13522-11863,5100 D ST
905627-278,PINEY BRANCH RD NW @ UNDERWOOD ST *
34214-527,3461 EADS ST NE
278407-6326,3617 MINNESOTA AVE SE
226531-4522,1833 S ST NW
242749-13043,2311 M ST NW
38745-10057,3207 ALABAMA AVE SE
809959-8516,2800 FAIRLAWN AVE SE
40823-12682,31 MICHIGAN AVE NE
906440-9039,14TH ST NE @ E ST NE
309432-7257,401 M ST SE
242225-11683,1701 16TH ST NW
806391-5493,3081 STANTON RD SE
307929-2097,1900 11 ST NW
912770-3557,SUITLAND PKY SE @ MARTIN LUTHER KI*
253594-2211,7600 ALASKA AVE NW
44446-9,2809 14TH ST NE
18379-2389,4700 CENTRAL AVE NE
900772-1367,G ST SW @ 6TH ST SW
234231-9489,1437 CLIFTON ST NW
806875-5898,400 58TH ST NE
906428-3546,42ND ST NW @ CHESAPEAKE ST NW
913911-6041,NORTH CAPITOL & SEATON PL NW
809456-8089,4100 4 ST SE
40704-4391,3100 M PL SE
276945-10588,1028 29TH ST NW
906710-1270,WALNUT ST & EASTERN AVE NW
239324-11,1000 O ST NW
279855-6570,614 S STREET NW
288491-8849,5100 F ST SE
34285-5851,3491 23RD ST SE
70578-,1230 SOUTH CAPITOL ST SE
243275-6820,1333 H ST NW
802198-1839,1700 I STREET NE
901865-788,WESTMORELAND CIR NW @ BUTTERWORTH *
55494-13219,1820 SAVANNAH ST SE
900375-742,46TH ST AT WARREN ST NW
226742-1884,14 R ST NW
903180-7497,14TH ST NE @ RANDOLPH ST NE
805465-4690,1325 9TH ST NW
807892-6764,4600 BLK TILDEN ST NW
232379-3773,726 FAIRMONT ST NW
284837-8413,4140 GEORGIA AVE NW
42483-6069,300 C ST NE
906018-1135,11TH ST NE @ D ST NE
800151-130,3200 DAVENPORT ST NW
149600-11671,4222 4TH ST SE
76235-3769,1002 RIDGE RD SE
902621-1478,15TH & HARVARD ST NW
803047-2747,4300 20TH ST NE
803690-3307,5200 8TH ST NW
243116-7386,1609 17TH ST NW
295077-3950,44 H ST NW
812466-10712,3000 Q ST SE
60440-4974,1603 GOOD HOPE RD SE
806025-5172,5700 WESTERN AVE E/B NW
279173-2331,1438 U ST NW
242555-11781,2000 N ST NW
812778-10983,2000 N HAMP AVE NW
279787-12758,446 RHODE ISLAND AVE NW
28318-384,400 DOUGLAS ST NE
223659-8413,4128 GEORGIA AVE NW
807464-6404,2700 29 ST NW
901044-291,2ND ST SW @ Q ST SW
911363-12204,CANAL AND DELAWARE AVE SW
247125-4179,4900 KANSAS AVE NW
151034-13733,5800 E CAPITOL ST NE
813013-11189,100 23RD ST NW
801670-1386,2200 NAYLOR RD SE
239835-9162,1900 8TH ST NW
263864-7190,20 CHEVY CHASE CIRCLE S/B NW
810091-8634,604 FLORIDA AVE NW
802443-2157,4700 NEBRASKA AVE NW
75287-11747,1026 MONROE ST NE
800070-63,1100 19TH ST NE
901558-1408,WISCONSIN @ EDMONDS ST NW
802660-2039,1300 WALLACH PL NW
811555-9918,3524 MASSACHUSETTS AVE NW
59663-3289,1615 FRANKLIN ST NE
903724-6635,BLADENSBURG RD NE @ EARL PL NE
815335-13230,1300 MEIGS PL NE
278549-11594,500 ATLANTIC ST SE
52618-2351,2025 MARTIN LUTHER KING JR AVE SE
903150-2719,MARION ST NW @ P ST NW
286055-14151,1325 KENILWORTH AVE NE
242346-8497,2312 L ST NW
908107-8372,MLK AVE & PARKLAND PL SE
145289-3948,2640 WADE RD SE
24217-13218,4274 BENNING RD NE
805670-4859,7800 13TH ST NW
278798-10588,1030 29 ST NW
272447-8718,1415 33RD ST NW
286318-218,155 RIDGE RD SE
901718-618,55TH & EASTERN AVE NE
53087-5374,200 HIGHVIEW PL SE
807237-6203,1721 17TH ST NW
287997-2570,3704 HAYES ST NE
901828-639,22ND ST NE @ R ST NE
902825-2252,RAND PL NE @ 22ND ST NE
905851-6494,GARFIELD ST NW @ NEW MEXICO AVE NW
900644-5150,W ST NE @ 15TH ST NE
814104-12152,1400 A ST NE
311606-13649,1405 BRENTWOOD PKWY NE
307848-5332,3910 14TH ST NW
236719-,1750 K ST NW
239490-209,1924 9TH ST NW
249398-10846,5600 3RD ST NW
809998-8550,1317 MICHIGAN AVE NE
298591-11249,2728 LANGSTON PL SE
59936-8851,1611 SAVANNAH ST SE
258994-6775,3720 14 ST NW
23502-7460,4317 C ST SE
306999-13708,1514 MISSISSIPPI AVE SE
241200-10378,1700 18TH ST NW
257403-3223,1368 VAN BUREN ST NW
146704-12922,3428 13TH ST SE FRONT
301318-4369,1550 ALABAMA AVE SE
225075-1057,940 RANDOLPH ST NW
810127-8666,5501 N H BURROUGHS AVE NE
241078-579,1132 19TH ST NW
239491-209,1922 9TH ST NW
288159-4813,4309 NANNIE HELEN BURROUGHS AVE NE
254316-10058,5715 9TH ST NW
900222-4696,CALIFORNIA ST & FLORIDA AVE NW
288529-6661,514 RHODE ISLAND AVE NE
237920-9951,600 COLUMBIA RD NW
276678-5430,600 7TH ST SW
224826-7634,3910 GEORGIA AVE NW
146751-6627,3253 23RD ST SE
805348-4586,2013 RHODE ISLAND AVE NE
305099-9645,400 W ST NE
297624-10413,253 42 ST NE
809132-7818,1600 35TH ST NW
151703-4222,10 HALLEY PL SE
223940-12005,3200 Q STREET NW
907407-872,HOWISON PL & N ST SW
800376-317,4528 ILLINOIS AVE NW
300332-5252,1525 14 ST NW
54856-10528,1840 S ST SE
222166-10125,S/B 3116 38 ST NW
53092-12484,200 OKLAHOMA AVE NE
800344-291,1600 2ND ST SW
907371-11,10TH AND O ST NW
288494-8849,5105 F ST SE
312297-,1400 OKIE ST NE
243248-11714,707 H ST NW
239741-4690,1326 9TH ST NW
279725-3224,3632 N ST NW
900850-113,SOUTH DAKOTA @ CRITTENDEN ST NE
53216-9417,2 DIVISION AVE NE
276233-3776,1346 S ST NW
811688-10022,621 PENNSYLVANIA AVE NW
901434-1329,WILLOW ST NW @ ASPEN ST NW
307931-1265,25 M ST SE
42492-3259,300 BLK G ST SE
905699-2972,NB N CAPITOL ST & JEFFERSON ST NE
802549-2250,2351 PENNSYLVANIA AVE SE
802899-2382,1200 BLK V ST NW
806133-5263,3000 22ND ST SE
812472-10717,2000 14TH ST SE
901251-301,41ST ST NW @ LIVINGSTON ST NW
66040-8969,1355 E ST SE
906283-5162,I ST NE @ 9TH ST NE
253926-5948,736 ASPEN ST NW
907166-1712,17TH & T ST SE
306856-13708,1526 MISSISSIPPI AVE SE
287910-7342,3445 BENNING RD NE
814269-12299,3018 STANTON RD SE
906580-4989,ROCK CREEK CHURCH RD NW @ 8TH ST NW
301462-9251,3125 NEBRASKA AVE NW
254828-2046,5520 13TH ST NW
278343-7362,3200 13TH ST SE
806604-5668,35 ATLANTIC ST SE
257573-6386,1347 SHERIDAN ST
811432-9802,5400 FITCH ST SE
309095-4895,3624 GEORGIA AVE NW
807395-6342,200 STERLING ST SE
809053-7751,1500 CHURCH ST NW
902044-1023,FESSENDEN ST NW @ LINNEAN AVE NW
285342-2745,6514 GEORGIA AVE NW FRONT W/B
17603-13000,48 NEW YORK AVE NE
801680-1395,4500 8TH ST NW
286320-8230,1560 BUTLER ST SE
911524-1194,MACARTHUR BLVD & U ST NW
236464-10578,3170 MT PLEASANT ST NW
240340-3894,1351 U ST NW
812314-10576,600 FIRST ST NW
803577-3073,5700 13TH ST NW
150712-7998,3456 PENNSYLVANIA AVE SE
807525-6454,5400 C ST SE
903742-2985,I @ 25TH ST NW
239367-1264,1003 K ST NW
61372-6754,1528 25TH ST SE
812373-10622,3800 GARFIELD ST NW
235525-11828,2108 18TH ST NW
313290-12509,75 P ST NE
227085-4133,17 S ST NW
800195-166,1700 C ST SE
243233-10185,1820 CONNECTICUT AVE NW
903490-208,SOUTHERN AVE @ BONINI RD SE
27669-10698,4027 ALABAMA AVE SE
900769-59,MARYLAND AVE NE @ 9TH ST NE
15426-5007,500 G ST SE SE
905963-5988,23RD ST @ CALIFORNIA ST NW
295825-6219,3211 4TH ST NE
278073-10373,215 PENNSYLVANIA AVE SE
275670-13004,4700 9TH ST NW
232259-9126,703 NEWTON PL NW
815334-13229,1300 31 ST NW
38902-2732,3204 22ND STREET NE
803193-2650,2300 SAVANNAH ST SE
273923-5484,920 25TH ST NW
278374-7831,333 PENNSYLVANIA AVE SE
264541-9509,5030 41 ST NW
39860-4849,3124 O ST SE
238442-12,620 T ST NW
286701-7159,22 K ST NE
57992-2973,1700 D ST SE
905789-134,CONDON TERR & YUMA ST SE
13792-11966,509 14TH STREET NE
21740-270,4423 ORD ST NE
903428-3059,MASS AVE @ 24 ST NW
261672-9921,2920 MILITARY RD NW
30648-10106,3800 EASTERN AVE NE
902584-1870,NORTH CAPITOL & CHANNING ST NW
813809-11895,2070 P ST NW
276401-10720,2007 MASSACHUSETTS AVE NW
12199-8478,518 11TH ST SE
290218-876,5000 1ST ST NW
50359-47,2210 BLADENSBURG RD NE FRONT S/B
807135-6114,100 STERLING ST SE
27376-6735,4053 BENNING RD NE
810399-8914,1000 33RD ST NW
307360-13189,1451 P ST NW
271807-15397,2400 37TH ST NW
901528-538,17TH & S ST SE
229548-13216,651 FLORIDA AVE NW
902887-2340,21ST ST @ H ST NW
285419-5724,7800 16TH ST NW
272794-8613,1600 34 ST NW
227673-,2024 NORTH CAPITOL ST NW
905787-668,TRINIDAD AVE NE @ CHILDRESS ST NE
810382-8898,874 EASTERN AVE NE
301103-8343,1615 M ST NW
262946-9547,3344 MILITARY RD NW
812682-10903,500 53RD ST S/B SE
815512-13635,3667 M ST NW
239786-1383,1250 9TH ST NW
225581-6489,1504 KINGMAN PL NW
903085-2589,AK @ 14TH ST NW
814897-12843,2600 30TH ST SE
806289-5407,900 JEFFERSON ST NW
814371-12383,100 35TH ST SE
911530-11063,AINGER PL & BRUCE PL SE
218491-10794,1800 G ST NW
246144-8763,18 HAMILTON NW
308898-2718,901 17TH ST NE
812289-10554,200 18TH ST NW
808447-7231,3 17TH ST NW
300869-5137,60 MASSACHUSETTS AVE NE
48617-11380,2317 MINN AVE SE
275976-8572,2700 O ST NW
905190-3700,FESSENDEN ST NW @ BELT RD NW
812421-10669,1416 31 ST NW
53777-3374,1921 RIDGE PL SE
242922-10864,926 MASSACHUSETTS AVE NW
301594-5743,9 DUPONT CIR NW
20678-6226,4502 NANNIE HELEN BURROUGHS AVE NE
42808-4848,2959 CARLTON AVE NE
294596-12416,4400 BROOKS ST NE
7486-7341,5600 BLK BLAINE ST NE
900557-3222,DAVENPORT ST AT 45TH ST NW
807499-6433,2500 UNIVERSITY PL NW
240820-327,1213 T ST NW
33675-7277,3519 MINNESOTA AVE SE
303163-12503,3100 20TH ST NE
80748-11093,822 H ST NE
62288-1709,1509 NORTH CAPITOL ST NE
25743-259,4200 FORT DUPONT ST SE
904910-4278,W/B HAMILTON & 7TH ST NW
278301-11433,300 INDEPENDENCE AVE
263959-8257,5601 CONNECTICUT AVE NW
229003-2471,646 KEEFER PL NW
58995-7539,163 RHODE ISLAND AVE NE
807137-6116,4800 LOUGHBORO RD NW
812282-10546,1207 NEWTON ST NE
53292-1044,200 11TH ST SE
232448-11421,2725 SHERMAN AVE NW
800191-162,1100 2ND ST SE
298116-10178,5800 SOUTHERN AVE SE
301878-10588,1110 29TH ST NW
289608-1053,4121 HAREWOOD RD NE
226376-11631,1901 COLUMBIA RD NW
16500-8744,49 KENNEDY ST NE
225364-9336,1306 RHODE ISLAND AVE NW
903068-1206,VANNESS @ 44TH ST NW
245798-914,5600 NORTH CAPITOL ST NW
274576-11016,1400 BLK 35TH ST NW
285009-6258,4885 MACARTHUR BLVD NW
285541-1260,3277 M ST NW
816380-14659,1714 9TH ST NE
814396-12404,2600 BLK 39TH ST NW
900194-5716,RAUM ST NE @ 11TH PL NE
809464-8097,4900 46TH ST NW
903938-3958,13TH PL NW @ FORT STEVENS DR NW
42683-6010,300 11TH ST NE
807888-6761,500 I ST NE
904766-5358,PROUT AT 22 ST SE
285138-12148,5221 WISCONSIN AVE NW
902544-1826,MANNING PL NW @ PALISADE LN NW
809233-7907,4800 30 ST NW
146594-5437,4005 WHEELER RD SE
816497-15613,400 GALLOWAY ST NE
904385-12434,5TH ST NW @ OAKDALE PL NW
808701-7453,439 NEW YORK AVE NW
905375-3118,9TH ST NW @ QUINCY ST NW
811589-9949,600 HOBART PL NW
277504-1464,730 24TH ST NW
904475-4794,SOUTHERN & BURNS ST SE
275537-11539,2900 Q ST NW
279831-3891,555 11TH ST NW
227317-6041,81 SEATON PL NW
48300-3810,2335 Q ST SE
811419-9791,200 C ST NE
905882-1811,SOUTH DAKOTA AVE NE @ JEFFERSON ST*
235974-3243,1694 LANIER PL NW
53278-5654,20 RHODE ISLAND AVE NE
252737-1391,4510 GEORGIA AVE NW
284393-7759,2455 4TH ST NW
305164-4323,1075 5 ST NW
903505-8451,1ST ST NE @ G ST NE
263960-8257,5625 CONNECTICUT AVE NW
80675-12487,821 ALABAMA AVE SE
301725-3363,960 OHIO DR SW
250315-1898,5615 8TH ST NW
12357-9580,515 FRANKLIN ST NE
68782-1757,1300 TRINIDAD AVE NE
284812-2855,4000 13 ST NW
218052-3120,121 U ST NW
236991-,1334 NORTH CAPITOL ST NW
904319-5946,NEW JERSEY & D ST SE
278300-11633,2921 MARTIN LUTHER KING AVE SE
805122-4406,5000 7TH ST NW
295139-10081,320 40TH ST NE
259662-1112,4120 14TH ST NW
902727-2132,WISE RD W/B @ BEACH DR NW
805098-4388,3400 17TH ST NE
297595-12399,1345 PARK RD NW
803096-2523,2900 Q ST SE
307838-10701,1532 WISCONSIN AVE NW
295781-4779,4329 3RD ST SE
901280-1268,K ST NW @ 1ST ST NW
275738-3059,2408 MASSACHUSETTS AVE NW
4580-6439,613 2ND ST NE
252545-5793,3900 8TH ST NW
63112-2904,1441 PENNSYLVANIA AVE SE
17667-986,4730 SOUTHERN AVE SE
804808-4142,25 GALVESTON ST SW
809219-7892,3300 AMES ST NE
905977-7855,RIVER RD AT 42ND ST NW
57979-2984,1700 30TH ST SE
243293-,1367 CONNECTICUT AVE NW
52982-4586,2004 RHODE ISLAND AVE NE
814471-12472,1700 HAMLIN ST NE
40297-382,311 ATLANTIC ST SE
815114-13031,200 35TH ST SE
913664-,CT & M ST NW
801768-1470,695 W/B 3RD ST RAMP SE
806567-5641,N/B 2700 39TH ST NW
241931-11125,1920 16TH ST NW
904244-4508,20TH & OTIS ST NE
237140-4421,W/B 40 K ST NW
149276-3778,1343 SARATOGA AVE NE
284749-8164,3541 GEORGIA AVE NW
809147-7831,348 PENNSYLVANIA AVE SE
808930-7648,300 I ST SW
906162-9127,2ND ST NW @ CONSTITUTION AVE NW
75953-4879,101 50TH ST SE
901968-933,CENTRAL PL NE @ GALLAUDET ST NE
911648-3588,IOWA AVE @ WEBSTER ST NW
253211-468,6216 GEORGIA AVE NW
7565-6853,5606 SOUTHERN AVE SE
904264-3329,GA AVE & OTIS PL NW
62552-4356,1500 INDEPENDENCE AVE SE
242144-6726,1507 S STREET NW
236498-7636,1743 IRVING ST NW
279141-12110,1415 22ND ST N/B NW
7488-3149,5600 CHILLUM PL NE
49542-3358,224 7TH ST SE
234586-1801,1500 MERIDIAN PL NW
903432-3065,IDAHO AVE NW @ PORTER ST NW
239439-11794,909 U ST NW
82846-6286,940 DIVISON AVE NE
300795-5886,4555 WISCONSIN AVE NW
307284-9728,1225 FIRST ST NE
26147-6375,4136 EAST CAPITOL ST NE
902981-2502,VA @ D ST NW
809885-8447,1519 GOOD HOPE ROAD SE
810079-8623,1850 16TH ST NW
308424-7314,1509 9TH ST NW
307206-12206,1523 ALABAMA AVE SE
156249-1364,300 BLK D ST SW
901523-535,MAPLEVIEW & MLK JR AVE SE
809678-8263,1000 2ND ST SE
55068-9280,1830 BENNING RD NE
298811-13038,5321 E ST SE
803334-2823,1252 HOLBROOK TER NE
55330-10528,1822 S ST SE
305323-13699,5060 G ST SE
302539-9180,3 DUPONT CIRCLE NW
906572-2967,GEORGIA AVE NW @ GIRARD ST NW
67297-12127,1328 MARYLAND AVE NE
146420-464,3683 ALABAMA AVE SE
809121-7809,1835 M ST NW
278931-9917,1209 7TH ST NW
243193-8885,905 E ST NW
295845-12245,1901 MISSISSIPPI AVE SE
310435-7676,3240 M ST NW
809675-8260,1200 MAINE AVE SW
59813-348,1613 RI AVE NE
303223-2739,1225 3RD ST NE
305047-9018,2219 LINCOLN RD NE
36634-5238,3313 C ST SE
69862-4866,1244 U STREET SE
244506-8857,122 WEBSTER ST NW
906249-2626,10TH & JACKSON ST NE
221461-12386,3600 PORTER ST NW
901493-503,CAROLINA @ MACOMB ST NW
286401-2032,1704 BENNING RD NE
905992-6017,P ST NW @ 32ND ST NW
233047-69,714 PARK RD NW
906854-5080,8TH ST NW @ P ST NW
146588-3121,4023 WHEELER RD SE
903479-3287,5TH ST NW @ RHODE ISLAND AVE NW
803749-3355,5800 3RD ST NE
150360-8600,2318 16TH ST SE
265848-1665,4300 BLK FESSENDEN ST NW
813021-11197,400 DELAWARE AVE NE
72266-9276,1200 16TH ST NE
230080-11026,2827 GEORGIA AVE NW
802466-2176,2206 GEORGIA AVE S/B NW
117009-7107,1210 PERRY ST NE
63450-2749,1438 RHODE ISLAND AVE NE
812613-10841,4300 GAULT PL NE
815212-13126,4400 FOOTE ST NE
150198-12869,1910 RIDGECREST CT SE
901840-760,KENTUCKY AND POTOMAC AVE SE
155334-6414,175 JOLIET ST SW
811911-10217,2800 TILDEN ST NW
267639-12302,4920 45TH ST NW
241768-9401,1211 CONNECTICUT AVE NW
54468-9927,19 T ST NE
801939-2092,4700 LEE ST NE
809996-8548,4800 LEE ST NE
907480-73,LINCOLN RD NE @ T ST NE
242890-5749,619 14TH ST NW
284776-4196,3657 GEORGIA AVE NW
906083-6389,19TH & KALORAMA RD NW
291156-4421,95 K ST NW
803005-2496,3900 10TH ST NE
309094-9279,1214 18 ST NW
25745-10841,4200 GAULT PL NE
274741-11502,950 24TH ST NW
309671-9699,1815 7TH ST NW
907474-2360,11TH ST NW @ N ST NW
46985-616,2434 MONROE ST NE
46640-7159,25 K ST NE
69714-4451,1247 MOUNT OLIVET RD NE
64993-1731,1404 YOUNG ST SE
278835-4421,99 K ST NW
233763-5402,1800 BLK NEWTON ST NW
47876-5914,2401 ALABAMA AVE SE
53696-1981,1926 FRANKLIN ST NE
302438-13587,740 5TH ST NW
815570-13709,1600 MISSISSIPPI AVE SE
809960-8517,2900 20TH ST NE
242649-11669,2012 P ST NW
294465-8186,30 P ST NW
814731-12701,2000 36TH PL SE
223454-3875,3137 N ST NW
812135-10415,3000 BLK ERIE ST SE
32620-8792,3617 12TH ST NE FRONT N/B
279760-11841,413 7 ST NW
279246-3529,1605 NEW HAMPSHIRE AVE NW
904388-4639,32ND AT FESSENDEN ST NW
224293-9827,4500 MACARTHUR BLVD NW
26142-5255,4135 ALABAMA AVE SE
243811-5496,4900 3RD ST NW
303016-10402,1145 23RD ST NW
806318-5431,64 17TH ST SE
238760-6120,1805 5TH ST NW
264052-1147,5425 CONNECTICUT AVE NW
303071-11050,2761 MLK AVE SE
272758-8363,1549 35TH ST NW
239458-4358,2008 9TH ST NW
311571-3895,1600 GAINESVILLE ST SE
147414-2344,4303 1ST ST SE
279264-3692,1616 7TH ST NW
278471-7384,4025 9TH ST SE
291178-304,2222 I ST NW
913521-,CT AND FL AVE NW
804004-3403,5300 NEVADA AVE NW
288509-3870,5119 FITCH ST SE
278703-12266,855 H R DRIVE SE
290107-3739,4100 MARTIN LUTHER KING JR AVE SW
808344-7149,5412 NORTON ST NW
229482-2181,3005 GEORGIA AVE NW
227327-4188,35 T ST NW
813010-11186,3500 7TH ST NE
15440-916,500 OGLETHORPE ST NE
234429-9810,1514 MONROE ST NW
809951-8509,1700 LINCOLN RD NE
299796-11633,2923 MARTIN LUTHER KING AVE SE
311526-7767,400 E ST SW
295380-11473,4316 SOUTH CAPITOL ST SE
290320-1838,1121 K ST SE
906119-3674,SUITLAND PKY SE @ SOUTH CAPITOL ST*
286435-12226,1723 MONTELLO AVE NE
77907-11950,724 44TH ST NE
150689-9068,3330 4TH ST SE
235891-5274,1646 COLUMBIA RD NW
310446-7400,415 L ST NW
901973-940,FLORIDA AVE & BOHRER ST NW
249841-1173,4328 7TH ST NW
902308-1296,KANSAS AVE NW @ MADISON ST NW
79574-7492,800 L ST NE
24519-11897,4256 6TH ST SE
