addressId-street_segId,location
50766-11829,2200 PROUT ST SE
267891-6182,4400 BLK FESSENDEN ST NW
902939-2437,ALABAMA AVE @ MASS AVE SE
803138-2562,4200 BLK ANACOSTIA AVE NE
902036-1015,MYRTLE ST @ 16TH ST E/B NW
807092-6076,100 16TH ST SE
902619-1932,12TH ST NE @ I ST NE
900869-135,KEY BRIDGE @ M ST NW
903706-3657,42ND ST NW @ MILITARY RD NW
910974-10043,FIRST ST @ CHANNING ST NW
801247-1192,4200 CLAY ST NE
901830-640,INDEPENDENCE & MARYLAND AVE SW
279018-4925,1300 6TH ST NW
900030-4621,12TH ST NE @ FLORIDA AVE NE
801000-842,6 Q ST NW
74581-5351,1100 48TH ST NE
53110-13530,2000 ALABAMA AVE SE
811705-10039,300 HAWAII AVE NE
903075-2582,4TH ST & NORTH CAROLINA AVE SE
904340-4828,6TH ST NE @ K ST NE
814055-12110,1400 22 ST NW
905218-1597,W/B V STREET & 10TH ST NW
807576-6499,2400 ELVANS RD SE
65075-2749,1400 BLK RI AVE NE
900976-226,5TH ST & UNDERWOOD ST NW
801782-1482,3300 SOUTHERN AVE SE
905743-6129,CONSTITUTION AVE NW @ 10TH ST NW
906949-1008,SUITLAND PKY SE @ FIRTH STERLING A*
902215-1158,49TH @ QUARLES ST NE
805385-4618,2 COLUMBUS CIRCLE NE
808210-7033,1400 NJ AVE NW
286486-5318,1805 BLADNESBURG RD NE
902571-1856,16TH ST NW @ ALASKA AVE NW
815101-13019,400 BLK 17TH ST SE
806121-5254,1200 SOUTH CAROLINA AVE SE
229171-4615,3200 WARDER ST NW
904054-4196,QUEBEC & GEORGIA AVE NW
906301-1345,4TH ST NW @ PENNSYLVANIA AVE NW
287345-7003,300 MASSACHUSETTS AVE NE
290102-5237,1600 NORTH CAPITOL ST NW
901441-1338,DOUGLAS & BLADENSBURG RD NE
903443-3094,CHESTNUT STREET @ 32ND ST NW
800099-83,2400 1ST ST NW
239798-2165,900 M ST NW
902441-1659,IRVINGTON ST @ JOLIET ST SW
805632-4829,1700 27TH ST SE
903754-3927,61ST ST NE @ EASTERN AVE NE
288265-12549,4700 MINNESOTA AVE NE
902509-1755,15TH ST NW @ MADISON DR NW
810140-8675,S/B 1600 22ND ST NW
812213-10488,4200 13 ST SE
303674-6001,70 I ST SE FRONT W/B
809554-8165,1400 17TH ST NW
264727-301,5500 41ST ST NW
45391-10569,2700 4TH ST NE
69849-26,1244 H ST NE FRONT N/B
903578-3454,FLORIDA AVE NE @ WEST VIRGINIA AVE*
815558-13698,4900 G ST SE
300661-791,1301 BLADENSBURG RD NE
806867-5892,W/B 6400 PINEY BRANCH RD NW
903942-3963,4TH & D ST NE
255640-6245,4726 14TH ST NW
903501-1800,35TH ST SE @ CROFFUT PL SE
229092-3361,3300 PARK PL NW
145761-10100,14 DANBURY ST SW
902602-1894,NEW JERSEY AVE & I ST SE
901038-286,13TH STREET AT FRANKLIN ST NE
903324-4840,15TH ST SW @ JEFFERSON DR SW
905084-6289,MEMORIAL BRIDGE @ LMC SW
241028-,1623 CONNECTICUT AVE NW
284651-9529,S/B 3400 N CAP ST NW
150869-3785,500 25TH PL NE
811402-9775,3200 PROSPECT ST NW
254164-9536,6307 GEORGIA AVE NW
259170-11943,4200 14 ST NW
300930-,E/B 1800 K ST NW
911483-9102,8TH ST & EMERSON ST NE
904558-2745,VAN BUREN ST & GEORGIA AVE NW
238945-11763,500 I ST E/B NW
238971-10674,1100 FLORIDA AVE NW
901311-1815,NORTH CAROLINA @ 8TH ST SE
813365-11497,3300 13TH ST NW
804438-3828,1600 WEST VIRGINIA AVE NE
903506-3321,2ND & R ST NE
807918-6784,1000 30TH ST NW
17403-1759,4800 SOUTH DAKOTA AVE NE
904959-5718,FIRST ST & O ST SW
300371-,3400 NEW YORK AVE NE
72269-2739,1200 3RD ST NE
905537-10152,GEORGIA AVE NW @ BARRY PL NW
293194-3036,1125 16TH ST NW FRONT N/B
808828-7559,1600 BLK 6TH ST NW
903719-2715,12TH ST NE @ TAYLOR ST NE
904891-5644,12TH ST NE @ MICHIGAN AVE NE
309436-11709,200 ELM ST NW
808675-7431,1600 MT OLIVET RD NE
28387-7836,4000 SOUTH CAPITAL ST SE
904528-3425,GEORGIA AVE NW @ PRINCETON PL NW
905854-615,DIVISION & CLOUD PL NE
905684-2491,7TH ST @ R ST NW
905683-9706,8TH ST & BARRY PL NW
800966-811,3100 K ST W/B NW
311079-3692,1600 BLK 7TH STREET NW
312523-11612,500 36TH ST NE
802631-2010,5300 WESTERN AVE NW
901705-602,FT DAVIS DR & PENN AVE SE
913921-11295,M ST SE @ SOUTH CAPITOL ST SE
802048-1647,E/B 1400 MISSOURI AVE NW
812751-10960,4500 CLERMONT DR NE
906959-1053,TAYLOR ST NE @ HAREWOOD RD NE
904615-4964,PROSPECT ST NW @ POTOMAC ST NW
227490-10534,1930 1ST ST NW
261622-6412,3039 MILITARY RD NW
34106-8739,3500 ELY PL SE
81576-3698,88 DARRINGTON ST SW
907197-6231,18TH AND A ST SE
803061-2759,700 BLK EUCLID ST NW
76150-7662,1000 NORTH CAROLINA AVE SE
72284-1545,1200 G ST SE
904021-4146,ELMIRA & MLK AVE SW
805009-4323,1000 5TH ST NW
810366-8885,900 E ST NW
807908-6778,700 3RD ST NW
911004-6495,COLUMBUS CIR @ LOUISIANA AVE NE
294819-8703,900 18TH ST NW
808608-7372,2400 QUEEN CHAPEL RD NE
813639-11742,900 FLORIDA AVE NE
900421-1391,GEORGIA AVE NW @ BUCHANAN ST NW
150434-3212,2500 14TH ST NE
308345-1876,2516 SHERIDAN RD SE
118195-11590,1900 FENWICK ST NE
300110-4232,6200 12TH ST NW
901562-1411,CONSTITUTION AVE NW @ 20TH ST NW
284865-3740,N/B 4300 GA AVE NW
295013-5050,1837 COLUMBIA RD NW
903494-3312,3RD & N ST NW
250268-9751,5400 7TH ST S/B NW
902691-2057,7TH ST NE @ BUCHANAN ST NE
244848-2489,200 LONGFELLOW ST NW
813758-11848,4300 36TH ST NW
218478-,1775 K ST NW
903705-3654,M ST SE @ 9TH ST SE
903807-5573,12TH ST NE @ BUCHANAN ST NE
259627-9886,4200 13TH ST NW
808385-7178,2878 ALABAMA AVE SE
902205-3030,F ST W/B AT 15TH ST NW
905326-7213,NEW JERSEY & F ST S/B NW
805672-4861,4400 B ST SE
302635-9728,1200 FIRST ST NE
908069-2614,9TH ST & V ST NW
902114-3348,18TH ST @ ALABAMA AVE SE
35268-6445,3400 MINN AVE SE
231301-2844,1000 KENYON ST NW
806430-5525,1300 UPSHUR ST NW
68063-4446,1314 MONTELLO AVE NE
900578-3250,W/B COLUMBIA RD @ 16TH ST NW
48647-9762,2319 GREEN ST SE
801546-1151,600 MORRIS PL NE
300492-8413,4100 GEORGIA AVE NW
904392-4479,10TH & MISSISSIPPI AVE SE
39237-382,318 ATLANTIC ST SE
302794-9543,3241 14 ST NW
813161-11315,1500 11TH ST NW
901943-914,NORTH CAPITOL & MADISON ST NE
49457-4634,225 57TH ST NE
812325-10588,1100 29TH ST NW
810989-9423,2700 11TH ST NW
805821-4986,3200 WATER ST NW
913880-14187,L & S CAPITAL ST SE
900108-2020,SOUTH DAKOTA AVE NE @ 19TH ST NE
804676-4030,2300 QUEENS CHAPEL RD NE
903169-3047,QUACKENBOS & GEORGIA AVE NW
813700-11791,400 D ST NE
904853-5538,7TH ST & MISSOURI AVE NW
295413-7922,4500 LIVINGSTON RD SE
146182-10342,3000 7TH ST NE
908056-5312,FLORIDA AVENUE AT NEW JERSEY AVE NW
810182-8714,2500 17TH ST NW
812601-10831,200 13TH ST SE
905726-3005,NEW HAMPSHIRE AVE NE @ NORTH CAPIT*
809216-7889,6900 WESTERN AVE NW
240345-8681,1300 V ST NW
902456-8117,OHIO DR SW @ WEST BASIN DR SW
54485-7671,1900 17TH ST SE
288769-6661,605 RHODE ISLAND AVE NE
72238-3698,120 DARRINGTON ST SW
805720-4905,1300 C ST SW
900003-1103,13TH ST NW @ K ST NW
911381-1474,35TH @ Q ST NW
803647-3266,1500 M ST NW
900343-705,54TH PL & NANNIE HELEN BURR AVE NE
284013-3749,1400 EUCLID ST NW
809324-7979,2800 OLIVE ST NW
803743-3350,400 6TH ST SE
218601-5752,2019 CONNECTICUT AVE NW
904546-4938,WESTERN AVE NW @ CHESTNUT ST NW
813516-11631,1900 COLUMBIA RD NW
240758-6891,1200 BLK FLORIDA AVE NW
20611-6226,4500 NANNIE HELEN BURROUGHS AVE NE*
50746-5915,2200 16TH ST SE
807699-6609,1300 NEW YORK AVE NE
904977-5824,4TH ST NW @ L ST NW
271826-15397,2316 37TH ST NW
243309-5171,1500 16TH ST NW
904397-2101,MONROE ST NE @ 18TH ST NE
804458-3844,2544 MASSACHUSETTS AVE NW
808648-7410,2000 FAIRVIEW AVE NE
911121-1145,15TH ST AT F ST NW
905466-5493,STANTON & JASPER PL SE
815137-13054,5900 13TH ST NW
801713-1425,2000 Q ST NW
57998-10608,1700 INDEPENDENCE AVE SE
801513-1122,2100 CONSTITUTION AVE NW
218579-7013,2000 BLK 17TH ST NW
801971-1578,0600 K ST NW
901362-486,PINEY BRANCH RD NW @ HIGHLAND AVE *
907070-2518,Q ST NW @ MARION ST NW
901395-1883,12TH AND H ST NW
903703-1949,CANAL & P ST SW
306554-4534,401 14TH ST SW
904469-3511,RIDGE RD @ GRANT RD NW
812058-10350,500 L ST NW
904144-4397,FIRST & MARYLAND AVE NE
906593-2091,PARK PL NW @ KENYON ST NW
904178-4467,9TH ST NE @ WEST VIRGINIA AVE NE
908271-5858,N/B BEACH DR @ PARK RD NW
815243-13154,3400 STANTON RD SE
904876-612,13 AND IRVING ST NW
18300-7247,4705 SARGENT RD NE
902983-2506,44 & BLAINE ST NE
814578-12565,1000 31ST ST NW
809168-7847,W/B 2200 M ST NW
812798-11001,2100 FT DAVIS ST SE
806933-5948,700 ASPEN ST NW
904791-5396,20TH ST NE @ EVARTS ST NE
902898-2351,MLK AVE & V ST SE
900417-1383,9TH ST NW @ N ST NW
906003-642,YUMA ST @ 35TH ST NW
289529-6545,1700 EAST CAPITOL ST NE
810466-8970,2354 WASHINGTON CIRCLE NW
815049-12975,200 6TH ST NE
812720-10936,900 P ST NW
227240-4188,14 T ST NW
904099-228,44TH & BROOKS ST NE
904293-4619,BUTTERNUT ST NW @ PINEY BRANCH RD *
65754-6609,1369 NEW YORK AVE NE
812992-11170,2300 MOUNTVIEW PL SE
900250-5701,R ST NW @ 30TH ST NW
911589-8201,SOUTH CAPITOL & P ST SW
903343-1429,FARRAGUT ST NW @ NEW HAMPSHIRE AVE*
66900-7385,1338 G ST SE
810485-8986,600 3RD ST NW
907277-566,12TH & D ST SE
911453-5046,POTOMAC ST NW @ GRACE ST NW
245689-604,100 NICHOLSON ST NW
906401-1286,45TH ST @ BENNING RD NE
815400-13290,2000 10 ST NW
808913-7633,1400 SOUTHERN AVE SE
802175-1820,1000 10 ST NW
806142-5271,2500 QUEENS CHAPEL RD NE
237922-4045,2921 GEORGIA AVE NW
803076-2772,800 RANDOLPH ST NW
901062-312,ALABAMA AVE SE @ 38TH ST SE
78024-9923,726 19TH ST NE
905107-3691,17TH ST NW @ G ST NW
803987-3389,3500 WHEELER RD SE
905417-7065,WINDOM PLACE AT RENO RD NW
811679-10014,1400 V ST NW
242998-8815,1427 CHAPIN ST NW
53266-12175,20 FRANKLIN ST NE
42689-7240,300 1 ST SE
906832-5993,5TH ST NW @ VAN BUREN ST NW
286779-9851,2300 BLK SOUTH DAKOTA AVE NE
904134-1629,12TH & NEWTON ST NE
31913-9867,3700 12TH ST NE
902867-2313,FORT DAVIS DR SE @ RIDGE RD SE
912681-12918,395 AND MASS AVE NW
900226-1674,11TH & VERMONT AVE NW
308003-7725,900 NEW YORK AVE NW
906566-1610,WISC AVE & DUMBARTON ST NW
279643-9004,300 MASS AVE NW
800872-652,1800 I STREET NE
46656-8529,25 RANDLE CIRCLE SE
900032-5744,16TH ST NW @ HARVARD ST NW
900017-4103,N HAMPSHIRE & H ST NW
301889-2390,1380 TUCKERMAN ST NW
310276-10152,2334 GEORGIA AVE NW
218084-8681,1317 V ST NW
28326-9275,400 H ST NE
237018-8124,7 NEW YORK AVE NW
218245-5823,500 K ST NW
903103-2635,23RD & H ST NW
800876-657,6 MASSACHUSETTS AVE NE
906007-8688,SHERIDAN & 8TH ST NW
900620-1708,M ST SW @ 3RD ST SW
900505-1873,46TH @ VAN NESS ST NW
303173-8579,4700 41ST STREET NW
906830-6158,16TH ST AT NICHOLSON ST NW
256799-12907,8000 16TH ST NW
910926-13699,51 & G ST SE
238853-491,1400 5TH ST NW
906883-2954,SARGENT RD @ ALLISON ST NE
911301-11309,FIRST & MADISON ST NE
814122-12168,1200 P ST NW
243285-11911,700 20TH ST NW
28388-8142,4000 SOUTHERN AVE SE
904202-4807,42ND ST NW @ NEBRASKA AVE NW
256328-6036,5900 16TH ST NW
270954-3387,4400 P ST E/B NW
6458-3698,58 DARRINGTON ST SW
900084-782,20TH AND R ST NW
911703-13551,ALABAMA AVE @ STANTON TERR SE
906517-421,14TH ST NW @ LONGFELLOW ST NW
801882-1516,5900 8TH ST NW
237035-7841,90 O ST NW
271776-13111,2500 WISCONSIN AVE NW
911442-8437,L ST SE @ 2ND PL SE
911203-6674,CONN AVE AND T ST NW
906100-11036,2ND ST NW @ U ST NW
905687-1901,34TH ST NW @ GARFIELD ST NW
64641-1266,1412 GOOD HOPE RD SE
901107-357,16TH ST NW @ CRESCENT PL NW
289449-11418,2713 MLK JR AVE SE
815030-12958,400 EDGEWOOD ST NE
47374-6668,2418 4TH ST NE
905736-4419,V ST NW @ NEW HAMPSHIRE AVE NW
903301-2842,ALABAMA AVE @ 15TH ST SE
905906-8364,DALECARLIA PKY NW @ LOUGHBORO RD NW
801458-1075,1200 MEIGS PL NE
222421-4256,4527 NEBRASKA AVE NW
808474-7251,900 GALLATIN ST NW
816378-14646,900 MT OLIVET RD NE
905885-1575,44TH ST NE @ EADS ST NE
905229-6707,RHODE ISLAND AVE NW @ 10TH ST NW
906426-6094,GERANIUM ST NW @ 13TH ST NW
901586-673,16TH ST AT MINNESOTA AVE SE
802785-2281,1200 C ST SW
300519-5193,900 10TH ST NW
809876-8439,300 14TH ST SE
807564-6488,3500 VAN NESS ST NW
237989-6834,600 HAVARD ST NW
801191-1006,2500 M ST NW
242526-6569,2115 F ST NW
218768-6720,815 CONNECTICUT AVE NW
296143-968,600 BLK N ST NW
811785-10109,100 I ST SW
900099-2383,24TH ST NW @ PENNSYLVANIA AVE NW
276417-1409,6406 GEORGIA AVE NW
289645-10302,500 E ST SE
806775-5809,3800 GEORGIA AVE NW
806397-5498,100 MASS AVE NW
28522-9922,400 10TH ST SE
906152-9094,16TH ST NW @ HEMLOCK ST NW
810110-8649,1000 BLK FRANKLIN ST NE
803084-2514,3900 LIVINGSTON ST NW E/B
911686-3392,NEW MEXICO AVE NW @ NEBRASKA AVE NW
231021-4013,3400 SHERMAN AVE NW
901732-811,WISCONSIN AVE @ K ST NW
903459-3126,U ST @ 13TH ST SE
228589-4895,3619 GEORGIA AVE NW
803823-3126,1900 13TH STREET SE
807281-6244,2800 GOOD HOPE RD SE
901855-780,SOUTH CAPITOL & O ST SW
5826-844,600 INDEPENDENCE AVE SE
802053-1651,1100 V ST SE
906951-1642,LIVINGSTON TER & 3RD ST SE
904934-5733,N ST @ 1ST ST NE
42556-,3000 BLK V ST NE
904402-3014,50TH ST & BLAINE ST NE
906460-11844,MONTANA AVE NE @ WEST VIRGINIA AVE*
239128-1883,1100 H ST NW
240966-12795,W/B 1800 I ST NW
242345-2383,1011 24TH ST NW
901608-4821,8TH ST @ QUINCY ST NW
810296-8815,1400 CHAPIN ST NW
902534-1785,39TH ST NW @ MORRISON ST NW
908120-1288,MINNESOTA AVE SE @ RIDGE RD SE
308368-12606,1100 3RD ST SE
804988-4305,5000 GEORGIA AVE NW
295961-4647,1100 MISSISSIPPI AVE SE
905059-6133,HARRISON @ 39TH ST NW
813670-11765,2680 14TH ST NW
237558-8266,400 M ST NW
809549-8161,200 L ST NE
149700-2834,100 IRVINGTON ST SW
900525-3795,12TH PL SE @ BRUCE PL SE
237228-12968,1700 NEW JERSEY AVE NW
803530-3032,50 MASSACHUSETTS AVE NW
60557-7419,1600 POTOMAC AVE SE
900712-193,BENNING RD SE @ 46TH ST SE
300400-11875,1100 13TH ST N/B NW
802069-1668,400 10TH ST NW
62551-9540,1500 HOWARD RD
903927-3891,F ST NW @ 11TH ST NW
235414-13270,1824 BELMONT RD NW
900765-57,I ST SW @ 6TH ST SW
907064-11022,RANDOLPH ST NW @ KANSAS AVE NW
284559-9726,3033 16TH ST NW
800985-829,500 21ST ST NW
245089-142,6517 3RD ST NW
72282-4621,1200 FLORIDA AVE NE
905178-6589,G AND 46 ST SE
803999-3400,1300 20TH ST NW
806386-5490,5100 NANNIE HELEN BURROUGHS AVE NE*
905250-109,2ND & C ST SE
225831-3692,1622 7 ST NW
297440-8606,950 PENNSYLVANIA AVE NW
900070-5498,MASSACHUSETTS @ NEW JERSEY AVE NW
808760-7501,100 19 ST SE
804695-4046,5000 BROOKS ST NE
259823-2064,5500 27 ST NW
805696-4880,3200 FOXHALL RD NW
904361-3172,NORTH CAPITOL ST & LINCOLN RD NE
901034-283,14TH ST @ KALMIA RD S/B NW
904524-3698,DARRINGTON ST & MLK AVE SW
905212-3223,13TH ST & VAN BUREN ST NW
46781-12671,2478 ALABAMA AVE SE
905974-8580,NEW YORK AVE NW @ I ST NW
904529-4898,NEBRASKA AVE NW @ RENO RD NW
903862-3797,16TH ST NW @ SPRING RD NW
156388-348,W/B 1600 RI AVE NE
904606-3150,N/B 3RD ST @ MISSOURI AVE NW
292802-161,6800 GEORGIA AVE NW
231478-1002,1000 COLUMBIA RD NW
806932-5947,2500 4 ST NE
806371-5476,3400 13TH PL SE
76403-10104,1007 ALABAMA AVE SE
902729-2133,17 @ H ST NE
806817-5851,3400 23RD STREET SE
908214-4038,RHODE ISLAND AVE NW @ M ST NW
901533-544,GERANIUM ST NW @ BLAIR RD NW
803665-3283,1200 E ST SE
904398-1684,6TH ST NW @ S ST NW
905438-124,RIDGE RD SE @ B ST SE
910973-70,N/B 16TH ST @ SPRING PL NW
900362-726,FARRAGUT ST NW @ KANSAS AVE NW
800972-816,1500 28 ST SE
11759-3166,5200 HAYES ST NE
284402-11579,2500 1ST ST NW
19488-8945,4600 BASS PL SE
904454-2359,H ST NE @ 10TH ST NE
814735-12704,2300 SKYLAND PL SE
904168-4456,SAVANNAH ST SE @ 19TH ST SE
279756-15572,409 K ST NW
249177-9636,6200 BLK 3RD ST NW
145250-1708,300 M ST SW
273820-7858,3132 M ST NW
902846-2290,NORTH CAROLINA AVE SE @ E ST SE
906124-1133,49TH ST NE @ BLAINE ST NE
224653-15397,2307 37TH ST NW
903832-3724,WISCONSIN AVE NW @ IDAHO AVE NW
803104-2530,1200 BLK HALF ST SE
72283-11924,1200 G ST NE
82898-1306,954 SOUTHERN AVE SE
901412-857,14TH & OGELTHORPE ST NW
240296-12172,1342 W ST NW
800268-225,600 BUCHANAN ST E/B NE
808319-7126,2100 VARNUM ST NE
901348-2419,21ST ST NW @ N ST NW
237305-13090,1600 NEW JERSEY AVE NW
65287-8406,1400 HOLBROOK ST NE
812695-10916,4300 RESERVOIR RD NW
311048-3790,3900 DONALDSON PL NW
814202-12240,6300 EASTERN AVE NE
42487-7670,300 DIVISION AVE NE
907039-964,15TH ST NW @ SWANN ST NW
242016-6931,1600 MASS AVE NW
900058-651,PENNSYLVANIA AVE SE @ LENFANT SQ SE
285558-1369,800 8TH ST NW
900416-1382,NEW HAMPSHIRE AVE @ 8TH ST NW
274840-11542,5300 BLK 43RD ST NW
906743-4369,15TH PL @ ALABAMA AVE SE
902004-967,8TH ST AT V ST NW
804086-3521,900 L ST NW
802597-1979,3300 WOODLEY RD NW
47849-783,2400 32ND ST
901083-15349,ANACOSTIA DR @ NICHOLSON ST SE
289609-12951,1150 VARNUM ST NE REAR NW/B
900663-6156,BARRY PL NW @ 9TH ST NW
803279-2723,1200 49TH ST NE
908045-8103,INDEPENDENCE AVE SW @ MAINE AVE SW
906335-9498,WISCONSIN AVE NW @ S ST NW
79538-513,800 44TH ST NE
72299-598,1200 SAVANNAH ST SE
902728-2132,W/B WEST BEACH @ BEACH DR NW
907667-7964,MONTANA AVE @ W ST NE
288779-6661,610 RHODE ISLAND AVE NE
910898-11944,9TH & D ST NW
906325-7738,GEORGIA AVE @ LAMONT ST NW
906352-6331,N/B S DAKOTA AVE @ TAYLOR ST NE
233514-5897,3200 17TH ST NW
815793-14129,2600 R ST SE
802656-2033,2400 EVARTS ST NE
54486-3462,1900 18TH ST SE
907318-3753,ALLISON ST NW @ 3RD ST NW
225557-3642,1500 13 ST NW
804324-3730,1500 23RD ST SE
275611-4228,1500 35TH ST NW
311472-12954,300 BLK K ST NW
811883-10190,1000 20TH ST NW
903172-4332,MASSACHUSETTS AVE NW @ DECATUR PL *
901240-1984,3RD ST & Q ST NW
235382-515,1854 MINTWOOD PL NW
283908-6681,W/B 1000 BLK V ST NW
900682-988,14TH ST NW @ DECATUR ST NW
901625-551,8TH AND MASSACHUSETTS AVE NE
294601-7047,4800 BLK MEADE ST NE
808190-7015,1000 16TH ST NE
904957-5787,34TH PL NW @ MASSACHUSETTS AVE NW
221823-11166,4100 BLK CONNECTICUT AVE NW
906444-9282,FLORIDA AVE NW @ NORTH CAPITOL ST *
903463-3160,4TH ST SW @ E ST SW
904614-6351,EASTERN & SARGENT RD NE
813208-11351,1400 MADISON DR NW
807763-6657,3000 WINDOM PL NW
79569-10856,800 INDEPENDENCE AVE SW
284498-11132,2800 14TH ST NW
811818-10136,1500 EASTERN AVE NE
815457-13521,2000 BRUCE PLACE SE
279731-82,400 NEW JERSEY AVE S/B NW
904726-5221,7TH & L ST SE
232003-3641,1100 EUCLID ST NW
231217-5678,1022 LAMONT ST NW
905490-7973,HIATT PL & IRVING ST NW
42697-3946,300 3RD ST SE
806621-5682,200 17TH ST SE
17396-13052,S/B 4800 FT TOTTEN DRIVE NE
27051-572,4100 SOUTH CAPITOL ST SE
805898-5049,2800 CATHEDRAL AVE NW
905349-1526,13TH ST NW @ BUCHANAN ST NW
904718-5201,48 & CHESAPEAKE ST NW
800316-268,1100 BLK 45 ST NE
808409-7199,6300 3RD ST NW
901457-1637,JEFFERSON & ILLINOIS AVE S/B NW
804691-4042,700 KENILWORTH TER NE
226231-1269,2100 R ST NW
812149-10427,600 PRINCETON PL NW
54412-1796,1905 BRENTWOOD RD NE
904633-4801,HAMILTON ST NE @ NORTH CAPITOL ST *
904069-4268,17TH AND MASS AVE SE
802455-2167,600 4 ST NW
802055-1654,3300 R ST NW
812500-10743,N/B 5600 14TH ST NW
236905-,1400 NORTH CAPITOL ST S/B NW
903161-381,QUARRELS @ MINNESOTA AVE NE
904519-4882,MASS @ FT DAVIS DR SE
218614-4541,2100 16TH ST NW
803641-3260,1400 OATES ST NE
800131-112,300 MARYLAND AVE SW
48971-11252,2300 SOUTHERN AVE SE
903181-2771,SHERIDAN ST & 3RD ST NW
900745-30,3RD ST NW @ P ST NW
900915-172,13TH ST AND HARVARD ST NW
805735-4919,4800 MACARTHUR BLVD W/B NW
252636-11796,F/O 4403 IOWA AVE NW
903914-3877,15TH @ IRVING ST NE
901276-1264,11TH ST AND K ST NW
903322-2871,27TH @ Q ST SE
807246-6212,4600 GARFIELD ST NW
240636-,1330 MASS AVE NW
238751-5312,1800 NEW JERSEY AVE NW
804049-3437,200 DIVISION AVE NE
230000-2077,1881 3RD ST NW
801834-1691,5100 42ND ST NW
221484-472,3409 WISCONSIN AVE NW
903159-1324,4TH & G ST SE
223248-6434,3100 WISCONSIN AVE NW
235971-3243,1700 LANIER PL NW
811444-9815,3300 NEW MEXICO AVE NW
288959-8992,800 BLK MARYLAND
809017-7720,1200 48TH ST NE
291632-9977,400 MICHIGAN AVE E/B NE
800599-508,900 SHEPHERD ST NW
901951-920,S ST NE @ 3RD ST NE
807779-6672,1500 S ST SE
903258-2791,6TH ST & RIGGS RD NE
800731-4607,I395 SW AFTER EXIT 4 E/B
310095-253,1900I ST NW
279447-,1900 N CAPITOL ST NW
260422-9081,2709 RITTENHOUSE ST NW
33088-4147,3600 BLK SOUTH DAKOTA AVE NE NE/B
79548-10587,800 BARNABY ST SE
800398-334,100 1ST ST SE
806961-5971,400 3RD ST NW
902310-288,PENN @ 19TH ST NW
906673-1658,8TH ST SE @ C ST SE
901364-10730,1ST ST NE @ PATTERSON ST NE
902895-641,P ST NW @ 18TH ST NW
807332-6287,5400 BLK CENTRAL AVE SE NW/B
801338-1306,900 SOUTHERN AVE SE
904896-2316,VAN BUREN ST NW @ 1ST ST NW
814989-12923,3700 SOUTH DAKOTA AVE NE
4095-5395,617 ATLANTIC ST SE
17994-7247,4711 SARGENT RD NE
900756-41,SOUTH DAKOTA AVE NE @ 31ST ST NE
903320-2870,S/B BEACH DR @ TILDEN ST NW
241088-3450,1900 F ST NW
808242-7058,2200 HIGH ST SE
905423-3359,ALABAMA AVE & 31 ST SE
809047-7745,1924 K ST NW
278080-12381,2201 ALABAMA AVE SE
900444-1441,ELLICOTT ST @ WESTERN AVE NW
903464-1337,NEVADA AVE NW @ RITTENHOUSE ST NW
906669-2900,BRENTWOOD RD NE @ BRYANT ST NE
2569-7983,6324 EASTERN AVE NE
289460-1858,2100 SAVANNAH ST SE
903079-2585,HARVARD ST NW @ ARGONNE PL NW
905063-4176,GRANT ST NE @ 44TH ST NE
284155-276,200 UPSHUR ST NW
38800-9560,3200 BUENA VISTA SE
236441-2997,3100 MT PLEASANT ST NW
38863-9904,3201 PENNSYLVANIA AVE SE
69051-733,1282 OATES ST NE
811282-9667,400 BLK N ST NW
906772-3681,46TH ST AT ALBEMARLE ST NW
278162-12671,2455 ALA AVE SE
810300-8819,4700 G ST SE
150578-1642,300 LIVINGSTON TERR SE
801193-1008,2500 FIRTH STERLING AVE SE
903746-2165,10TH & M ST NW
46126-11233,26 SEATON PL NE
900499-5881,42ND @ FOOTE ST NE
219893-2711,3000 CT AVE NW
254684-3154,823 INGRAHAM ST NW
287016-10084,2400 MINNESOTA AVE SE
811327-9704,3200 CHESAPEAKE ST NW
52531-2351,2020 MARTIN LUTHER KING JR AVE SE
234321-8104,1413 GIRARD ST NW
800246-206,8100 16TH ST NW
218168-7835,3300 BLK 11TH ST NW N/B
266-5710,700 BRANDYWINE ST SE
20618-8229,4500 TEXAS AVE SE
900728-7,18TH ST SE @ MINNESOTA AVE SE
906371-4750,S CAP ST & MLK AVE SW
245301-12688,200 WHITTIER ST NW
905863-2108,HALF ST SE @ K ST SE
8329-10223,5503 JAY ST NE
814878-12827,4500 KANSAS AVE NW
802925-2404,1400 G ST NE
278811-5270,1100 15TH ST NW
900067-9973,FIRTH STERLING AVE & HOWARD RD SE
906336-9826,WISCONSIN AVE NW @ 34TH ST NW
257-6232,700 6TH ST NE
74429-10098,1102 H ST NE
903076-2583,8TH & G ST NW
901859-783,32ND ST & CAMDEN ST SE
62541-7532,1500 D ST NE
907144-1577,17TH & R ST NW
800313-265,1800 INDEPENDENCE AVE SE
906824-55,L ST AT 21ST ST NW
809997-8549,3500 18TH ST SE
901042-290,CONNECTICUT AVE NW @ ALBEMARLE ST *
815924-14201,2200 OLD MORGAN SCHOOL PL NW
301198-1715,800 KENILWORTH AVE NE
51885-6446,2100 MINNESOTA AVE SE
235398-,2440 18TH ST NW
5791-7035,600 11TH ST NE
252200-4392,4613 GEORGIA AVE NW
289578-3569,711 EDGEWOOD ST NE
279374-12067,1747 PENNSYLVANIA AVE NW
