location,address_id,streetsegid,xcoord,ycoord,lat,long,ticket_type,accident_indicator,agency_id,issue_date,issue_time,violation_code,violation_desc
FIRST ST & NY AVE NW,906492,5705,398945.26444497,137601.24662113,38.906262,-77.012163,Moving,0,25,2017-05-18,14:16:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
14TH ST NW @ PARKWOOD PL NW,902350,1521,397162.07999532,140856.83001615,38.93554800000001,-77.03271,Moving,0,3,2017-05-21,17:40:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
FIRST & M ST  SW,904089,4300,398943.45673297,134292.01196205,38.876408999999995,-77.012163,Moving,0,1,2017-05-16,14:06:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
S/B 1500 NJ AVE NW,807505,6438,398572.87,138024.53,38.909673401897535,-77.01637745842676,Moving,0,25,2017-05-17,14:25:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
KENDALL ST NE @ NEW YORK AVE NE,904027,4150,401048.84710288,138534.47479797,38.91466800000001,-76.9879035,Moving,0,5,2017-05-19,12:41:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
800 BLADENSBURG RD NE BLOCK SW/B,808465,7244,401462.32,136955.95,38.90022790624092,-76.98337731770681,Moving,0,5,2017-05-20,11:46:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 9 ST  NW,239814,10429,397789.92,136978.7,38.900664000000006,-77.025483,Moving,0,1,2017-05-19,21:39:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3500 MINNESOTA AVE SE,150716,7277,403822.35,135380.24,38.886255000000006,-76.955949,Moving,0,6,2017-05-20,20:35:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
ECKINGTON PL NE @ Q ST NE,904335,5306,399584.73999757,138139.27001362,38.911103999999995,-77.004792,Moving,0,5,2017-05-30,07:45:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
400 7TH ST NW BLOCK N/B,279730,11841,398083.08,136345.14,38.894958,-77.0221035,Moving,0,25,2017-05-04,09:43:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,Moving,0,3,2017-05-03,05:36:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
14TH ST NW @ SWANN ST NW,906120,4164,397228.91001138,138552.11999801,38.914829999999995,-77.031954,Moving,0,3,2017-05-06,18:55:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,Moving,0,3,2017-05-03,18:19:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
14TH & G ST NW,900821,91,397228.00857138,136718.91478031,38.89831499999999,-77.031963,Moving,0,1,2017-05-02,17:36:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
RI AV & 11TH ST W/B NW,906102,8927,397654.84319578,138076.55081357,38.910618,-77.02704,Moving,0,25,2017-05-08,15:13:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1600 28TH ST SE,805561,4769,402796.04544055,133587.6909054,38.870663610326794,-76.96770411032678,Moving,0,6,2017-05-06,06:35:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1500 6TH ST NW,807159,6136,398273.91,138058.01,38.90969438927626,-77.01996038927626,Moving,0,3,2017-05-12,20:07:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2500 BENNING RD NE,294545,1446,402516.7,136805.15,38.89909800000001,-76.9709925,Moving,0,81,2017-05-11,17:32:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,Moving,0,3,2017-05-10,16:50:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
7TH ST NW @ T ST NW,902878,12,398099.07999619,138634.11999808,38.91556800000001,-77.0219235,Moving,0,25,2017-05-10,14:55:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2600 BENNING RD NE,295161,3293,402608.53,136731.32,38.898432000000014,-76.96993499999999,Moving,0,81,2017-05-11,18:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,Moving,0,3,2017-05-10,17:20:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1900 BLADENSBURG RD NE BLOCK SW/B,286518,5318,402217.9,138631.09,38.915549999999996,-76.9744305,Moving,0,5,2017-05-18,11:35:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
NEW YORK AVE NE @ FAIRVIEW AVE NE,901715,614,400943.63759883,138487.22169395,38.91427200000001,-76.989132,Moving,0,5,2017-05-19,10:43:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2900 PORTER ST  NW,801078,909,394782.05,141001.51,38.93673451961012,-77.05927498038989,Moving,0,2,2017-05-19,18:58:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
4000 MINNESOTA AVE NE,294856,1394,404590.34,136668.22,38.89785599999999,-76.94708849999999,Moving,1,57,2017-05-18,01:10:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
703 G ST  SE,131,4929,400353.16,134803.59,38.88107099999999,-76.995936,Moving,0,1,2017-05-16,04:16:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1600 M ST NW,302627,8343,396772.91,137498.17,38.90533500000001,-77.03721,Moving,0,2,2017-05-16,08:50:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 RI ANE E/B NW,806419,5516,397870.95,138172.48,38.91145485161108,-77.02401581662764,Moving,0,25,2017-05-17,14:04:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2700 BLK ALA AVE SE,805774,4945,402808.88419256,132407.5052083,38.858947090558736,-76.9682197071949,Moving,0,6,2017-05-20,13:30:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3500 MINNESOTA AVE SE,150716,7277,403822.35,135380.24,38.886255000000006,-76.955949,Moving,0,6,2017-05-20,21:03:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
W/B GOOD HOPE @ ANACOSTIA DR SE,907519,7031,400797.99001469,133505.61999332,38.86935299999999,-76.99078349999999,Moving,0,22,2017-05-27,15:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
13TH AT K ST SE,905753,5549,401014.11001489,134507.65999425,38.90254499999999,-77.02963199999999,Moving,0,7,2017-05-25,09:37:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 U ST NW,242923,11794,397899.41,138773.8,38.916837000000015,-77.0242275,Moving,0,6,2017-05-23,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
17TH ST NE @ WEST VIRGINIA AVE NE,906035,8173,401799.65999962,138710.43999815,38.91625200000001,-76.97921849999999,Moving,0,5,2017-05-03,08:53:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
9TH ST & RI AVE N/B NW,901734,815,397921.36434802,138194.94102168,38.911671000000005,-77.0239755,Moving,0,25,2017-05-02,15:01:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
FLORIDA AVE NW @ CONNECTICUT AVE NW,903586,3498,395996.18751424,138502.49999796,38.914379999999994,-77.046174,Moving,0,2,2017-05-04,13:09:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,Moving,0,3,2017-05-03,17:05:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2000 4TH ST NW,803958,3241,398474,138859.64,38.917399576759664,-77.01762760002016,Moving,0,25,2017-05-02,15:31:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
4000 GEORGIA AVE NW,223657,14565,397781.23,141348.38,38.940021,-77.0255955,Moving,0,4,2017-05-04,18:17:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
13TH & MONROE ST NW,905594,2884,397423.27999556,140498.35999981,38.932379999999995,-77.02972199999999,Moving,0,4,2017-05-02,20:05:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1100 22 ST NW,814710,12679,395766.06,137407.12,38.90396138933802,-77.048877389338,Moving,0,2,2017-05-08,18:09:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,Moving,0,3,2017-05-10,18:15:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
600 RI AVE W/B NW,813924,11994,398225.39,138331.11,38.91290312680789,-77.01994513673154,Moving,0,25,2017-05-09,15:14:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2576 SHERMAN AVE NW,233080,1087,397769.84,139530.4,38.92365000000001,-77.0257215,Moving,0,3,2017-05-10,16:18:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 L ST W/B NW,812058,10350,398315.94,137368.09,38.904129548737856,-77.01813662721221,Moving,0,25,2017-05-08,13:15:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1200 MASSACHUSETTS AVE NW,240919,7830,397543.83,137362.47,38.904120000000006,-77.0283225,Moving,0,3,2017-05-09,00:17:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
17TH ST NE @ D ST NE,904531,1374,401668.9300155,136325.97999594,38.89478700000001,-76.9807935,Moving,0,5,2017-05-18,11:46:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2100 11TH ST NW,218613,5785,397624.82,138937.57,38.918304000000006,-77.027391,Moving,0,3,2017-05-19,13:01:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3800 NEW HAMPSHIRE AVE NW,252566,1382,397961.28,141113.61,38.937915000000004,-77.023521,Moving,0,4,2017-05-16,20:05:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1200 U ST NW,240812,7819,397543.09,138763.87,38.91673800000001,-77.028336,Moving,0,3,2017-05-17,12:24:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 OKLAHOMA AVE NE,806481,5570,402570.93232034,136534.52457213,38.89598489478066,-76.971103220931,Moving,0,81,2017-05-11,17:43:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3100 M ST NW,273837,7858,394681.77,137461.07,38.90499299999999,-77.0613165,Moving,0,2,2017-05-12,21:41:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
W/B 700 MISSIOURI  NW,806447,5538,398032.5,143481.57,38.9590991937172,-77.0225126005985,Moving,0,25,2017-05-08,17:05:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1400 SPRING RD NW BLOCK E/B,258942,12956,397121.23,141007.87,38.93695199999999,-77.0332095,Moving,0,4,2017-05-18,19:23:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
FENWICK ST NE @ OKIE ST NE,905453,7162,401335.81001519,138518.25999798,38.91468600000001,-76.9847355,Moving,0,5,2017-05-19,12:47:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
E ST & 1ST ST NW,904004,4112,398944.75964497,136474.93999608,38.89611000000001,-77.012163,Moving,0,50,2017-05-19,18:05:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
GEORGIA AVE NW @ W ST NW,902768,2176,398100.91001219,139013.63999844,38.91897900000001,-77.021901,Moving,0,3,2017-05-20,18:38:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 FARRAGUT ST  NW,813250,11390,397712.45,142547.12,38.950754693073804,-77.02555910634014,Moving,0,4,2017-05-19,23:50:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
WARDER & PARK PL NW,904637,1102,398327.1999964,140020.51999937,38.93312893475494,-77.01889548368874,Moving,0,4,2017-05-16,20:50:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2600 BENNING RD NE,295161,3293,402608.53,136731.32,38.898432000000014,-76.96993499999999,Moving,0,81,2017-05-18,16:43:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
MEIGS PL NE @ BLADENSBURG RD NE,911379,3133,401736.88031957,137500.75196503,38.905344,-76.9799745,Moving,0,5,2017-05-18,11:50:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2248 P ST NW,813562,11675,395744.17,137975.98,38.90956234041413,-77.04926978826941,Moving,0,2,2017-05-26,17:10:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
200 CEDAR ST NW BLOCK S/B,811878,10186,398601.82,145300.55,38.97607890296093,-77.01569961338079,Moving,0,4,2017-05-24,08:48:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
7600 16TH ST NW BLOCK S/B,256394,2806,396819.41,146058.88,38.98245600000001,-77.036715,Moving,0,4,2017-05-26,07:30:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
600 FRANKLIN ST NE,311478,7392,400161.94,139760.46,38.92572000000001,-76.9981365,Moving,0,3,2017-05-31,17:28:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
FLORIDA AVE NE @ 14TH ST NE,903397,453,401243.53001511,136996.77001256,38.90077199999999,-76.98555,Moving,0,5,2017-05-31,10:25:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
FLORIDA AVE NW @ CONNECTICUT AVE NW,903586,3498,395996.18751424,138502.49999796,38.914379999999994,-77.046174,Moving,0,2,2017-05-04,11:18:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
W/B 400 MISSOURI AVE NW,806850,5878,398360.61,143343.96,38.95760623334237,-77.01796342343282,Moving,0,25,2017-05-03,13:05:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
6TH ST NW @ M ST NW,903064,1506,398273.83817235,137531.91999706,38.905632,-77.019903,Moving,0,25,2017-05-10,14:01:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 RI AVE W/B NW,806419,5516,397870.95,138172.48,38.91145485161108,-77.02401581662764,Moving,0,25,2017-05-09,14:32:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,Moving,0,3,2017-05-10,17:49:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1500 MASSACHUSETTS AVE NW,242324,3830,396920.1,137627.72,38.90650500000001,-77.0355135,Moving,0,2,2017-05-10,19:11:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 NEW YORK AVE NW BLOCK E/B,300627,4845,398315.81,137288.86,38.90345400000001,-77.01942149999999,Moving,0,25,2017-05-22,14:38:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
17TH & BENNING RD NE,902682,2032,401795.99187162,136840.07842842,38.899341,-76.9792905,Moving,0,3,2017-05-20,20:50:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3400 M ST W/B NW,802745,2125,394081.98,137468.76,38.904980445638515,-77.0679082369694,Moving,0,2,2017-05-26,00:48:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1200 FLORIDA AVE NW,240758,6891,397543.36,139188.8,38.92057199999999,-77.0283315,Moving,0,3,2017-05-22,21:40:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
FLORIDA AVE NW @ CONNECTICUT AVE NW,903586,3498,395996.18751424,138502.49999796,38.914379999999994,-77.046174,Moving,0,2,2017-05-19,07:57:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2600 BENNING RD NE,295161,3293,402608.53,136731.32,38.898432000000014,-76.96993499999999,Moving,0,81,2017-05-25,17:01:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
ECKINGTON PL NE @ Q ST NE,904335,5306,399584.73999757,138139.27001362,38.911103999999995,-77.004792,Moving,0,5,2017-05-23,07:36:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3100 M ST NW,273837,7858,394681.77,137461.07,38.90499299999999,-77.0613165,Moving,0,2,2017-05-29,03:20:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
W/B 700 MISSOURI AVE NW,806447,5538,398032.5,143481.57,38.9590991937172,-77.0225126005985,Moving,0,25,2017-05-04,08:40:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 RI AVE E/B NW,806419,5516,397870.95,138172.48,38.91145485161108,-77.02401581662764,Moving,0,25,2017-05-02,15:28:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
MASSACHUSETTS AVE NW @ 15TH ST NW,900382,746,397001.72428317,137633.89727716,38.90655900000001,-77.034564,Moving,0,2,2017-05-02,08:09:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3200 M ST NW,271896,7676,394533.49,137463.82,38.90502000000001,-77.06302649999999,Moving,0,2,2017-05-04,13:51:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
TAYLOR & KANSAS AVE NW,907273,1211,397683.0799958,141435.30000068,38.94078599999999,-77.026734,Moving,0,4,2017-05-02,18:47:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
NEW HAMPSHIRE AVE NW @ UPSHUR ST NW,902685,2035,398260.27999634,141570.92000081,38.942018999999995,-77.0201235,Moving,0,4,2017-05-02,13:24:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,Moving,0,3,2017-05-03,18:20:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
200 MALCOLM X AVE SE BLOCK E/B,151583,2897,399730.32,130834.38,38.845314,-77.003109,Moving,0,4,2017-05-31,16:44:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
EASTERN AVE NE @ MONROE ST NE,902770,1236,403347.14000106,140635.45999994,38.93357699999999,-76.96136700000001,Moving,0,5,2017-05-31,08:05:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
W/B 700 MISSOURI AVE NW,806447,5538,398032.5,143481.57,38.9590991937172,-77.0225126005985,Moving,0,25,2017-05-12,13:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3500 MINNESOTA AVE SE,150716,7277,403822.35,135380.24,38.886255000000006,-76.955949,Moving,0,6,2017-05-20,21:18:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1300 23RD ST NW,814994,12927,395680.17,137787.23,38.90730256969463,-77.05015765712466,Moving,1,2,2017-05-20,04:40:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3500 CONNECTICUT AVE  NW,277550,4175,394889.47,140873.67,38.93573700000002,-77.0589495,Moving,0,2,2017-05-20,15:19:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
100 PEABODY ST  NW,277545,3819,398884.8,143806.18,38.962170000000015,-77.012874,Moving,0,7,2017-05-01,12:55:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
11TH ST @ RI AVE N/B NW,906102,8927,397654.84319578,138076.55081357,38.910618,-77.02704,Moving,0,25,2017-05-02,14:16:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1500 13TH ST NW,225557,3642,397409.98,138058.29,38.91038399999999,-77.029866,Moving,0,25,2017-05-01,18:42:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3600 CONNECTICUT AVE NW BLOCK S/B,220667,7645,394814.75,141022.17,38.937078000000014,-77.0598135,Moving,0,2,2017-05-02,13:42:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3700 GEORGIA AVE NW,294831,8388,397857.46,141026.33,38.937123000000014,-77.024718,Moving,0,4,2017-05-02,19:58:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1000 RI AVE E/B NW,294963,6707,397723.08,138082.56,38.910608999999994,-77.026257,Moving,0,25,2017-05-04,14:08:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
16TH ST NW @ M ST NW,906884,2405,396831.17820301,137533.55999706,38.90565000000001,-77.036544,Moving,0,2,2017-05-05,10:37:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1000 22ND ST NW BLOCK N/B,242367,8560,395750,137215.14,38.902788000000015,-77.04899999999999,Moving,0,2,2017-05-16,13:14:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
WOODLEY RD NW @ WOODLEY PL NW,907262,2122,395548.07999382,139721.13001509,38.92536899999999,-77.051322,Moving,0,2,2017-05-16,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
7TH ST NE @ FRANKLIN ST NE,906380,7048,400331.83999826,139745.07001511,38.92557599999999,-76.99617450000001,Moving,0,5,2017-05-23,11:46:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
FRANKLIN ST NE @ 6TH ST NE,904908,5681,400134.79999808,139745.39999911,38.92556700000001,-76.9984515,Moving,0,5,2017-05-23,11:19:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3700 CATHEDRAL AVE NW,284781,10908,393550.81,140112.06,38.92886999999999,-77.07437999999999,Moving,0,2,2017-05-18,08:15:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
46TH ST @ BRANDYWINE ST NW,903893,702,392145.71000666,142425.4100176,38.94967800000001,-77.0906115,Moving,0,2,2017-05-18,08:46:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1100 17TH ST NE BLOCK S/B,803953,3236,401822.35,137354.25,38.90377238933877,-76.97903738933876,Moving,0,5,2017-05-19,13:45:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2200 BENNING RD NE,810969,9403,402288.1,136728.62,38.89860856848474,-76.97407654126955,Moving,0,61,2017-05-25,18:33:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3500 MINNESOTA AVE SE,150716,7277,403822.35,135380.24,38.886255000000006,-76.955949,Moving,0,6,2017-05-20,21:51:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
7TH ST NE @ JACKSON ST NE,906861,6871,400331.53999826,140169.95001551,38.929401000000006,-76.9961835,Moving,0,5,2017-05-24,07:51:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
FRANKLIN & 7 ST NE,906380,7048,400331.83999826,139745.07001511,38.92557599999999,-76.99617450000001,Moving,0,3,2017-05-30,18:29:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 R.I AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,Moving,0,3,2017-05-25,18:31:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
14TH ST/SPRING RD NW,903823,3716,397162.33001132,141021.8100163,38.937087000000005,-77.0327505,Moving,0,4,2017-05-28,02:07:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1000 BLK WISCONSIN AVE NW,276423,2497,394538.24,137214.79,38.902770000000004,-77.0629725,Moving,0,2,2017-05-29,16:27:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
WISCONSIN AVE NW @ MACOMB ST NW,902998,2323,393721.37999213,140624.79001593,38.93346900000002,-77.0724135,Moving,0,2,2017-05-30,05:49:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
MALCOLM X AVE SE @ OAKWOOD ST SE,903337,7508,400016.75999797,130809.80002282,38.845098,-76.9996575,Moving,0,5,2017-05-31,16:06:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
W/B 700 MISSOURI AVE NW,806447,5538,398032.5,143481.57,38.9590991937172,-77.0225126005985,Moving,0,25,2017-05-10,14:40:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1700 14TH ST S/B NW,218403,10111,397191.1,138325.94,38.912796000000014,-77.03239049999999,Moving,0,25,2017-05-10,13:12:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 RI AVE W/B  NW,806419,5516,397870.95,138172.48,38.91145485161108,-77.02401581662764,Moving,0,25,2017-05-08,14:45:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1400 6TH ST NW BLOCK S/B,804187,3614,398273.88,137916.56,38.90862338928886,-77.01996038928885,Moving,0,25,2017-05-09,14:42:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
501 NY AVE W/B NW,238919,4845,398300.68,137347.65,38.903985000000006,-77.01959699999999,Moving,0,25,2017-05-09,14:01:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
4500 GEORGIA AVE  NW,801676,1391,397705.17,141966.76,38.945112644885896,-77.02640361108355,Moving,0,4,2017-05-09,20:27:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
4400 BENNING RD NE,288186,12289,405321.74,135978.61,38.891637,-76.93866,Moving,0,3,2017-05-09,12:18:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,Moving,0,3,2017-05-10,17:20:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2100 RHODE ISLAND AVE NE BLOCK W/B,51889,2804,402172.43,140230.28,38.92994999999999,-76.974948,Moving,0,5,2017-05-20,10:24:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1700 BENNING RD NE,802655,2032,401872.9,136822.28,38.89951648365439,-76.97916544083093,Moving,0,3,2017-05-11,16:55:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
W/B 700 MISSOURI AVE NW,806447,5538,398032.5,143481.57,38.9590991937172,-77.0225126005985,Moving,0,25,2017-05-12,12:50:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 RI AVE W/B NW,806419,5516,397870.95,138172.48,38.91145485161108,-77.02401581662764,Moving,0,25,2017-05-02,14:05:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
