location,address_id,streetsegid,xcoord,ycoord,lat,long,ticket_type,accident_indicator,agency_id,issue_date,issue_time,violation_code,violation_desc
13TH ST NE @ JACKSON ST NE,904371,10240,401002.01001488,140201.67001554,38.929688999999996,-76.9884435,MOVING,0,5,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1600 16 ST NW,241998,3615,396794.42,138162.36,38.91131999999999,-77.036967,MOVING,0,3,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
7135 PINEY BRANCH RD NW,251228,2002,398265.5,145447.44,38.97694799999999,-77.02002,MOVING,0,4,2016-12-09,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
S/B 14TH @ WEBSTER ST NW,902047,1024,397162.97999532,141789.69001701,38.94399899999999,-77.0327235,MOVING,0,22,2016-12-08,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
BLADENSBURG RD NE @ MONTANA AVE NE,902660,2005,402162.29599996,138473.93890994,38.914047000000004,-76.97514149999999,MOVING,0,5,2016-12-15,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 P ST NW,238857,7070,398339.67,137959.3,38.909493,-77.019147,MOVING,0,3,2016-12-26,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2400 18TH ST NW,302528,11932,396338.07,139214.12,38.92079699999999,-77.042232,MOVING,0,3,2016-12-17,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
16TH ST NW @ U ST NW,903722,3684,396835.27001102,138793.31999823,38.916999,-77.03649,MOVING,0,3,2016-12-08,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1600 16 ST NW,241998,3615,396794.42,138162.36,38.91131999999999,-77.036967,MOVING,0,3,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1200 5TH ST NE,72274,5820,400022.29,137548.1,38.905794000000014,-76.9997475,MOVING,0,5,2016-12-20,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
NEW YORK AVE NE @ NORTH CAPITOL ST*,913908,13000,399226.6082,137726.6274,38.90732400000001,-77.009103,MOVING,0,5,2016-12-10,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3600 NEW HAMPSHIRE AVE NW,232175,589,397725.78,140689.45,38.93634660577477,-77.02442173397498,MOVING,0,4,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 7TH ST NW,810320,8839,398098.74,136539.61,38.896185389411066,-77.02198088941105,MOVING,0,6,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1800 16TH ST NW,808143,6977,396833.92,138511.38,38.914140389236074,-77.03656988923608,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1200 CONNECTICUT AVE NW,810964,9401,396412.81,137579.03,38.90566492192423,-77.04122282886325,MOVING,0,2,2016-12-31,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 6TH ST NW,279978,2578,398257.08,137021.9,38.901050999999995,-77.0200965,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1800 16 ST NW,808143,6977,396833.92,138511.38,38.914140389236074,-77.03656988923608,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
BRENTWOOD PKY NE @ PENN ST NE,905408,13649,400360.63001429,137972.39001347,38.90964600000001,-76.9958235,MOVING,0,5,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
FLORIDA AVE @ 13TH ST NW,907417,1508,397426.47001157,139181.25529459,38.92049100000001,-77.0296815,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 6TH ST NW,279978,2578,398257.08,137021.9,38.901050999999995,-77.0200965,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
NEW YORK AVE NE @ NORTH CAPITOL ST*,913908,13000,399226.6082,137726.6274,38.90732400000001,-77.009103,MOVING,0,5,2016-12-03,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
6 ST @ FLA AVE NE,904083,423,400144.29001409,137596.87999712,38.90623499999999,-76.99836599999999,MOVING,0,3,2016-12-20,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
NEW YORK AVE NE @ NORTH CAPITOL ST*,913908,13000,399226.6082,137726.6274,38.90732400000001,-77.009103,MOVING,0,5,2016-12-03,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3500 CONNECTICUT AVE NW,277550,4175,394889.47,140873.67,38.93573700000002,-77.0589495,MOVING,0,2,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
E/B 700 MT VERNON PL NW,813971,12035,398006.6,137232.25,38.90285855453993,-77.02197444546006,MOVING,0,25,2016-12-01,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
200 RHODE ISLAND AVE NW,218577,4260,398748.26,138531.08,38.914649999999995,-77.01444,MOVING,0,3,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3700 GEORGIA AVE NW,294831,8388,397857.46,141026.33,38.937123000000014,-77.024718,MOVING,0,4,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
NEW YORK AVE NE @ NORTH CAPITOL ST*,913908,13000,399226.6082,137726.6274,38.90732400000001,-77.009103,MOVING,0,5,2016-12-10,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
14TH ST NW @ SWANN ST NW,906120,4164,397228.91001138,138552.11999801,38.914829999999995,-77.031954,MOVING,0,3,2016-12-23,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2400 ELVANS RD SE,807576,6499,401004.76684689,131818.15515976,38.854430830291584,-76.98600850236254,MOVING,0,7,2016-12-20,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3400 4TH ST SE,815806,14147,399950.2,130181.4,38.84031561003242,-77.00050461003241,MOVING,0,7,2016-12-20,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
4400 BLK SOUTH DAKOTA AVE NE,806578,5649,401334.65,141741.96,38.94284426375712,-76.98375258591615,MOVING,0,4,2016-12-27,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
6400 BLK BLAIR RD NW,809124,7812,398781.28,144448.44,38.96729173512879,-77.013740116159,MOVING,0,4,2016-12-08,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
NEW YORK AVE NW @ 7TH ST NW,907802,10485,398098.73350019,137231.76447678,38.90293199999999,-77.021901,MOVING,0,4,2016-12-08,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
13TH ST NE @ JACKSON ST NE,904371,10240,401002.01001488,140201.67001554,38.929688999999996,-76.9884435,MOVING,0,5,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
13TH ST NE @ JACKSON ST NE,904371,10240,401002.01001488,140201.67001554,38.929688999999996,-76.9884435,MOVING,0,5,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3000 CONNECTICUT AVE NW,219893,2711,395182.06,140225.08,38.929896000000014,-77.05557,MOVING,0,2,2016-12-17,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
5400 16TH ST NW,804735,4083,396844.36,142941.83,38.956331808662114,-77.03649333979405,MOVING,0,4,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1600 16TH ST NW,241998,3615,396794.42,138162.36,38.91131999999999,-77.036967,MOVING,0,3,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
NEW YORK AVE NW @ 5TH ST NW,903591,3503,398358.16713243,137340.16434888,38.903913,-77.01893100000001,MOVING,0,4,2016-12-08,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 6TH ST NW,279978,2578,398257.08,137021.9,38.901050999999995,-77.0200965,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
NEWTON ST NE @ 24TH ST NE,901244,2236,402413.22000019,140690.87001599,38.934099,-76.9721715,MOVING,0,5,2016-12-23,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
FORT LINCOLN DR NE @ HURSTON LANE *,913803,14568,404159.83488177,139379.97610276,38.92235400000001,-76.952034,MOVING,0,5,2016-12-23,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 G ST NW,310133,8835,397884.29,136699.27,38.898144,-77.024394,MOVING,0,1,2016-12-22,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1100 PENNSYLVANIA AVE SE,800670,709,400790.70681469,134964.91916268,38.882864088470185,-76.99124076579712,MOVING,0,1,2016-12-18,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
600 RITTENHOUSE ST NW,246283,3248,398159.95,144095.39,38.96477100000001,-77.021235,MOVING,0,4,2016-12-09,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
4700 EAST CAPITOL ST NE,18382,10432,405677.63,135808.84,38.890107,-76.9345605,MOVING,0,6,2016-12-14,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1734 6TH ST NW,238466,5583,398251.05,138426.38,38.91370499999999,-77.0201685,MOVING,1,3,2016-12-15,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
17TH ST NW @ MASSACHUSETTS AVE NW,905306,2584,396661.14460285,137785.7579173,38.907927,-77.0384925,MOVING,0,2,2016-12-01,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
BUTTERNUT ST & 4TH ST NW,905439,6673,398437.4100125,145076.37002006,38.973600000000005,-77.01798149999999,MOVING,0,4,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
KANSAS & MISSOURI AVE NW,906328,3150,398704.68527675,143199.96601832,38.95669800000002,-77.0149125,MOVING,0,4,2016-12-03,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1700 BENNING RD NE,802655,2032,401872.9,136822.28,38.89951648365439,-76.97916544083093,MOVING,0,81,2016-12-15,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1400 U ST NW,309437,2331,397196.34,138775.68,38.91684599999999,-77.032332,MOVING,0,3,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
NEW YORK AVE NW @ 7TH ST NW,907802,10485,398098.73350019,137231.76447678,38.90293199999999,-77.021901,MOVING,0,4,2016-12-08,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
5000 NEBRASKA AVE NW,264365,11456,393785.97,143014.01,38.955006,-77.071698,MOVING,0,2,2016-12-27,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
WISCONSIN AVE AT ALBEMARLE ST NW,905694,2676,393093.43000754,142226.65001742,38.947905000000006,-77.07968100000001,MOVING,0,2,2016-12-07,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1500 WISC AVE S/B NW,272587,475,394422.98,137899.86,38.90894399999999,-77.06430449999999,MOVING,0,2,2016-12-20,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3100 M ST E/B NW,273837,7858,394681.77,137461.07,38.90499299999999,-77.0613165,MOVING,0,2,2016-12-09,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1200 13 ST NW,814978,12913,397430.71,137621.06,38.905716389315,-77.02967138931498,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1800 16 ST NW,808143,6977,396833.92,138511.38,38.914140389236074,-77.03656988923608,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
SCOTT CIR NW @ 16TH ST NW,912878,2405,396831.55163636,137709.36971762,38.907467999999994,-77.0366655,MOVING,0,2,2016-12-14,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1600 16 ST NW,241998,3615,396794.42,138162.36,38.91131999999999,-77.036967,MOVING,0,3,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1100 RAUM ST NE,815194,13108,401148.38,137944.44,38.909481899087105,-76.98683004794428,MOVING,0,5,2016-12-24,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
FIRST & I ST SE,903545,3402,399490.43999748,134605.57999435,38.879262,-77.00586299999999,MOVING,1,1,2016-12-19,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 6TH ST NW,279978,2578,398257.08,137021.9,38.901050999999995,-77.0200965,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 6TH ST NW,279978,2578,398257.08,137021.9,38.901050999999995,-77.0200965,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1600 16 ST NW,241998,3615,396794.42,138162.36,38.91131999999999,-77.036967,MOVING,0,3,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1600 16 ST NW,241998,3615,396794.42,138162.36,38.91131999999999,-77.036967,MOVING,0,3,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 6TH ST NW,279978,2578,398257.08,137021.9,38.901050999999995,-77.0200965,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1500 RHODE ISLAND AVE NW,242319,3947,396960.3,137733.06,38.90745900000002,-77.03505,MOVING,0,3,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2700 CONNECTICUT AVE NW,220008,4800,395371.86,139788.89,38.925962999999996,-77.0533785,MOVING,0,2,2016-12-07,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
Q ST NW @ MASSACHUSETTS AVE NW,905860,8199,395860.81250611,138141.84377363,38.911122000000006,-77.047704,MOVING,0,2,2016-12-07,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3300 BLK SHERMAN AVE NW,231011,850,397682.4,140336.35,38.930904,-77.02673399999999,MOVING,0,3,2016-12-03,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
6300 GEORGIA AVE NW,253249,9536,397576.26,144292.03,38.966544,-77.02797149999999,MOVING,0,4,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 6TH ST NW,279978,2578,398257.08,137021.9,38.901050999999995,-77.0200965,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1800 14TH ST N/B NW,310208,8974,397206.7,138487.58,38.914254,-77.03221049999999,MOVING,0,3,2016-12-18,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
MILITARY RD NW & 27TH ST NW,903627,1847,395129.11484143,143679.74985877,38.96100899999999,-77.05620449999999,MOVING,0,4,2016-12-14,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
N/B 2600 CONNECTICUT AVE NW,219095,6427,395489.69,139539.56,38.923722,-77.0520195,MOVING,0,2,2016-12-09,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
6400 BLK GEORGIA AVE NW,253299,1409,397593.77,144414.85,38.96765099999999,-77.02776899999999,MOVING,0,4,2016-12-08,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1700 16 ST NW,813571,11683,396833.32,138346.54,38.91266508648311,-77.0365781868088,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
S/B 2600 WISCONSIN AVE NW,801693,1408,393653.45,139589.56,38.923680874220956,-77.07323990154498,MOVING,0,2,2016-12-09,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 6TH ST NW,279978,2578,398257.08,137021.9,38.901050999999995,-77.0200965,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 6TH ST NW,279978,2578,398257.08,137021.9,38.901050999999995,-77.0200965,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
14TH ST NW @ SWANN ST NW,906120,4164,397228.91001138,138552.11999801,38.914829999999995,-77.031954,MOVING,0,3,2016-12-23,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
4000 MLK JR AVE SW,28381,7993,399151.49,129287.52,38.83138199999999,-77.009778,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
21ST ST NW @ M ST NW,902885,2336,395954.0624902,137530.73439706,38.90561399999999,-77.0466555,MOVING,0,2,2016-12-08,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 U ST NW,242923,11794,397899.41,138773.8,38.916837000000015,-77.0242275,MOVING,0,3,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
3400 13TH PL SE,806371,5476,401104.16966298,130427.79263047,38.84205608018768,-76.9873562335758,MOVING,0,7,2016-12-03,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
14TH ST NW @ FAIRMONT ST NW,903407,3016,397206.09001136,139630.05999901,38.924748,-77.032242,MOVING,0,5,2016-12-31,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
900 FLORIDA AVE,285452,12940,397899.62,138869.53,38.91769200000002,-77.02422299999999,MOVING,0,3,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1ST ST NE @ N ST NE,904934,5733,399489.39001348,137708.51999722,38.90723400000001,-77.005872,MOVING,0,5,2016-12-15,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
GEORGIA & MISSOURI AVE NW,903210,2731,397572.3726357,143705.95920279,38.961000000000006,-77.02801649999999,MOVING,0,4,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 BLK 7TH ST NW,810320,8839,398098.74,136539.61,38.896185389411066,-77.02198088941105,MOVING,0,6,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1400 6TH ST NW,804187,3614,398273.88,137916.56,38.90862338928886,-77.01996038928885,MOVING,0,3,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
NEW YORK AVE NE @ NORTH CAPITOL ST*,913908,13000,399226.6082,137726.6274,38.90732400000001,-77.009103,MOVING,0,5,2016-12-03,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-13,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
CONNECTICUT AVE NW @ 18TH ST NW,903451,528,396392.56796261,137623.19938915,38.90646000000001,-77.04168299999999,MOVING,0,25,2016-12-04,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1000 BLADENSBURG RD NE,76125,1977,401559.23,137242.32,38.903040000000004,-76.9820265,MOVING,0,5,2016-12-14,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1000 FRANKLIN ST NE,810110,8649,400743.07,139745.19,38.92564946880195,-76.99235703119805,MOVING,0,5,2016-12-12,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1500 U ST NW,279200,4822,396979.68,138777.03,38.916855,-77.0348295,MOVING,0,3,2016-12-01,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1600 16 ST NW,241998,3615,396794.42,138162.36,38.91131999999999,-77.036967,MOVING,0,3,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
46TH & BENNING RD SE,900712,193,405698.82000324,135031.73999474,38.883078000000005,-76.93431299999999,MOVING,0,6,2016-12-06,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
13TH ST NE @ JACKSON ST NE,904371,10240,401002.01001488,140201.67001554,38.929688999999996,-76.9884435,MOVING,0,5,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1600 16 ST NW,241998,3615,396794.42,138162.36,38.91131999999999,-77.036967,MOVING,0,3,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
RHODE ISLAND AVE NE @ SOUTH DAKOTA*,900760,43,402466.69916824,140378.7164797,38.93125499999999,-76.9715325,MOVING,0,5,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
1600 16 ST NW,241998,3615,396794.42,138162.36,38.91131999999999,-77.036967,MOVING,0,3,2016-12-28,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
S/B 14TH @ WEBSTER ST NW,902047,1024,397162.97999532,141789.69001701,38.94399899999999,-77.0327235,MOVING,0,22,2016-12-08,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
7135 PINEY BRANCH RD NW,251228,2002,398265.5,145447.44,38.97694799999999,-77.02002,MOVING,0,4,2016-12-09,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 RHODE ISLAND AVE NW,803669,3287,398316.54,138369.83,38.913210376791476,-77.01898205339806,MOVING,0,3,2016-12-21,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
2400 18TH ST NW,302528,11932,396338.07,139214.12,38.92079699999999,-77.042232,MOVING,0,3,2016-12-17,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
BLADENSBURG RD NE @ MONTANA AVE NE,902660,2005,402162.29599996,138473.93890994,38.914047000000004,-76.97514149999999,MOVING,0,5,2016-12-15,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
500 P ST NW,238857,7070,398339.67,137959.3,38.909493,-77.019147,MOVING,0,3,2016-12-26,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
16TH ST NW @ U ST NW,903722,3684,396835.27001102,138793.31999823,38.916999,-77.03649,MOVING,0,3,2016-12-08,00:00:00,T591,"DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE"
